address,apt,case,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,lat,lon
1500 CORNICHE AV,,12006789,ZOM,INTOXICATED PERSON,2012-09-01,2012-09-01,0300,2012-09-01,0301,25.71533808777952,-80.28450435151449
1231 DICKINSON DR,,12006809,SCA,SIMPLE BATTERY,2012-09-02,2012-09-02,0114,2012-09-02,0115,25.71763718015981,-80.28071036256111
1101 STANFORD DR,,12006815,PRB,PROPERTY LOST,2012-09-02,2012-09-02,0100,2012-09-02,0115,25.71877809324075,-80.27457260969203
1585 ALBENGA AV,3102,12006833,SCA,SIMPLE BATTERY,2012-09-03,2012-09-03,1731,2012-09-03,1737,25.714282555979274,-80.28527395565855
1535 LEVANTE AV,,12006845,THK,THEFT OTHER,2012-09-04,2012-09-04,0900,2012-09-04,1027,25.710180929846327,-80.28475200905525
1300 MEMORIAL DR,,12006854,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-04,2012-09-04,1215,2012-09-04,1419,25.721196266912003,-80.27868281840205
1306 STANFORD DR,2 FLOOR,12006861,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-04,2012-09-04,1500,2012-08-31,2000,25.719769491324865,-80.27765674307437
1306 STANFORD DR,,12006897,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-05,2012-09-05,1950,2012-09-05,1951,25.719890612058414,-80.27764900136926
1111 MEMORIAL DR,102,12006937,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-07,2012-09-07,1800,2012-09-06,1400,25.722570062462804,-80.27724415545623
1311 MILLER DR,,12006948,THK,THEFT OTHER,2012-09-07,2012-09-07,0745,2012-09-07,0900,25.720640570382407,-80.28013002747757
5185 PONCE DE LEON BLVD,315,12006949,SCA,SIMPLE BATTERY,2012-09-07,2012-09-07,2000,2012-08-27,2001,25.718646553380882,-80.27351483935477
1306 STANFORD DR,,12007012,PRB,PROPERTY LOST,2012-09-10,2012-09-10,1100,2012-09-10,1205,25.719976897850092,-80.27791499554434
5665 PONCE DE LEON BLVD,,12007054,THK,THEFT OTHER,2012-09-11,2012-09-11,2230,2012-09-11,1530,25.712804413732126,-80.28048960356361
1241 DICKINSON DR,,12007062,TVE,THEFT OF BICYCLE,2012-09-11,2012-09-11,1500,2012-09-11,2030,25.716335516158416,-80.28100804804167
1204 DICKINSON DR,,12007069,ZOA,TRESPASS WARNING,2012-09-12,2012-09-12,0812,2012-09-12,0912,25.717225286505364,-80.27760441214325
1239 DICKINSON DR,,12007074,PRA,PROPERTY FOUND IMPOUNDED,2012-09-12,2012-09-12,1145,2012-09-12,1146,25.71688569784226,-80.28016167926316
1111 MEMORIAL DR,318,12007082,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-12,2012-09-12,1900,2012-09-12,0900,25.722570062462804,-80.27724415545623
1111 MEMORIAL DR,318,12007082,ZOA,TRESPASS WARNING,2012-09-12,2012-09-12,1900,2012-09-12,0900,25.722570062462804,-80.27724415545623
1306 STANFORD DR,,12007101,PRB,PROPERTY LOST,2012-09-12,2012-09-12,1415,2012-09-12,1700,25.719504178698866,-80.27767369915215
1300 CAMPO SANO AV,,12007109,VEL,VEHICLE TRAFFIC CRASH,2012-09-13,2012-09-13,0000,2012-09-13,0000,25.7242453767701,-80.27794363193333
5821 SAN AMARO DR,,12007134,SXF,SEXUAL LEWD LASCIVIOUS ACT,2012-09-14,2012-09-14,2030,2012-09-13,2040,25.715481240603687,-80.28314232960952
5821 SAN AMARO DR,,12007134,ZOA,TRESPASS WARNING,2012-09-14,2012-09-14,2030,2012-09-13,2040,25.715481240603687,-80.28314232960952
1231 DICKINSON DR,MT 621,12007138,ZOM,INTOXICATED PERSON,2012-09-14,2012-09-14,0220,2012-09-14,0220,25.71688569784226,-80.28016167926316
1239 DICKINSON DR,RT 717,12007142,ZOM,INTOXICATED PERSON,2012-09-14,2012-09-14,0320,2012-09-14,0325,25.71714170897283,-80.280692619163
1527 ALBENGA AV,406A,12007159,SCA,SIMPLE BATTERY,2012-09-14,2012-09-14,1415,2012-09-14,1415,25.714299116715175,-80.28361501274219
1231 DICKINSON DR,PT 911,12007194,PRA,PROPERTY FOUND IMPOUNDED,2012-09-16,2012-09-16,1235,2012-09-15,1236,25.71674224395179,-80.27972385963167
1231 DICKINSON DR,PT 911,12007194,ZOQ,ULEAD,2012-09-16,2012-09-16,1235,2012-09-15,1236,25.71674224395179,-80.27972385963167
1239 DICKINSON DR,WT 808,12007236,BUA,BURGLARY RESIDENTIAL,2012-09-17,2012-09-17,1515,2012-09-17,1700,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,WT 808,12007236,THM,THEFT FROM BURGLARY,2012-09-17,2012-09-17,1515,2012-09-17,1700,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,,12007269,TVE,THEFT OF BICYCLE,2012-09-18,2012-09-18,1921,2012-09-18,1922,25.71763718015981,-80.28071036256111
1231 DICKINSON DR,MT921,12007273,PRA,PROPERTY FOUND IMPOUNDED,2012-09-18,2012-09-18,2330,2012-09-18,2331,25.717211019057448,-80.27983967147681
1231 DICKINSON DR,MT921,12007273,ZOQ,ULEAD,2012-09-18,2012-09-18,2330,2012-09-18,2331,25.717211019057448,-80.27983967147681
5185 PONCE DE LEON BLVD,,12007280,THK,THEFT OTHER,2012-09-19,2012-09-19,0803,2012-09-19,0805,25.718646553380882,-80.27351483935477
5801 PONCE DE LEON BLVD,201,12007296,BUB,BURGLARY NON RESIDENTIAL,2012-09-19,2012-09-19,1545,2012-09-19,1559,25.71072262402363,-80.2828717285749
5801 PONCE DE LEON BLVD,201,12007296,THM,THEFT FROM BURGLARY,2012-09-19,2012-09-19,1545,2012-09-19,1559,25.71072262402363,-80.2828717285749
1311 MILLER DR,,12007314,PRA,PROPERTY FOUND IMPOUNDED,2012-09-20,2012-09-20,0425,2012-09-20,0425,25.720881577004484,-80.27945373446937
1239 DICKINSON DR,WT 605,12007393,PRA,PROPERTY FOUND IMPOUNDED,2012-09-23,2012-09-23,2338,2012-09-22,2340,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,WT 605,12007393,ZOQ,ULEAD,2012-09-23,2012-09-23,2338,2012-09-22,2340,25.71763718015981,-80.28071036256111
1101 STANFORD DR,,12007395,FDD,FD SICK INJURED PERSON,2012-09-23,2012-09-23,2100,2012-09-23,0045,25.718433537325733,-80.27439632955466
1101 STANFORD DR,,12007395,ZOM,INTOXICATED PERSON,2012-09-23,2012-09-23,2100,2012-09-23,0045,25.718433537325733,-80.27439632955466
1530 LIGURIA AV,,12007399,TVA,THEFT OF AUTOMOBILE,2012-09-23,2012-09-23,2000,2012-09-23,0230,25.712953407091472,-80.2845408134231
5801 SAN AMARO DR,,12007431,PRB,PROPERTY LOST,2012-09-24,2012-09-24,1300,2012-09-21,1600,25.71579289151958,-80.28258548732107
1300 MEMORIAL DR,7 FLR,12007443,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-24,2012-09-24,1400,2012-09-24,1415,25.721196266912003,-80.27868281840205
1200 DICKINSON DR,,12007455,THB,THEFT OF AUTO PART ACCESSORY,2012-09-24,2012-09-24,1900,2012-09-24,2000,25.717144205717133,-80.27774138041482
1200 DICKINSON DR,,12007455,VAB,VANDALISM TO VEHICLE,2012-09-24,2012-09-24,1900,2012-09-24,2000,25.717144205717133,-80.27774138041482
1301 MEMORIAL DR,,12007528,TVE,THEFT OF BICYCLE,2012-09-27,2012-09-27,0900,2012-09-17,1900,25.721910887419767,-80.27910992000139
1231 DICKINSON DR,,12007545,PRB,PROPERTY LOST,2012-09-28,2012-09-28,2300,2012-09-28,0200,25.71674224395179,-80.27972385963167
1306 STANFORD DR,,12007590,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2012-09-29,2012-09-29,0000,2012-09-29,1700,25.71990382100812,-80.27713674541504
1306 STANFORD DR,,12007590,PRA,PROPERTY FOUND IMPOUNDED,2012-09-29,2012-09-29,0000,2012-09-29,1700,25.71990382100812,-80.27713674541504
1550 BRESCIA AV,,12008102,ASA,ASSIST LAW AGENCY,2012-10-16,2012-10-16,1224,2012-10-16,1224,25.711317681212424,-80.2843557537785
1531 LIGURIA AV,4,12007840,BUA,BURGLARY RESIDENTIAL,2012-10-08,2012-10-06,1500,2012-10-07,1600,25.720476119506944,-80.27815609130853
1231 DICKINSON DR,MT 1206,12009525,BUA,BURGLARY RESIDENTIAL,2012-12-01,2012-11-10,0300,2012-11-10,1000,25.717211019057448,-80.27983967147681
5250 UNIVERSITY DR,,12008097,BUB,BURGLARY NON RESIDENTIAL,2012-10-16,2012-10-12,1700,2012-10-16,1000,25.720269902923253,-80.27621023576783
1231 DICKINSON DR,PT 113,12007864,BUC,BURGLARY AND THEFT FROM CURTILAGE,2012-10-09,2012-10-08,0830,2012-10-08,1930,25.71674224395179,-80.27972385963167
1300 MEMORIAL DR,,12007892,DIB,DISTURBANCE OTHER,2012-10-10,2012-10-10,0006,2012-10-10,0006,25.721196266912003,-80.27868281840205
5185 PONCE DE LEON BLVD,,12008006,DIB,DISTURBANCE OTHER,2012-10-13,2012-10-13,0341,2012-10-13,0342,25.7183187340385,-80.27388202617917
5202 UNIVERSITY DR,,12007746,FDD,FD SICK INJURED PERSON,2012-10-04,2012-10-04,1700,2012-10-04,2100,25.72080156454301,-80.27606546287038
1239 DICKINSON DR,,12007835,FDD,FD SICK INJURED PERSON,2012-10-08,2012-10-08,1217,2012-10-08,1218,25.717292435430235,-80.28104135775881
5185 PONCE DE LEON BLVD,P204,12007999,FDD,FD SICK INJURED PERSON,2012-10-12,2012-10-12,2110,2012-10-12,2130,25.7183187340385,-80.27388202617917
1314 MILLER DR,,12008189,FDD,FD SICK INJURED PERSON,2012-10-18,2012-10-18,2130,2012-10-18,2130,25.719678137876816,-80.27947429490885
1239 DICKINSON DR,,12008237,FRL,FRAUD OTHER JURISDICTION,2012-10-19,2012-10-11,1800,2012-10-12,1100,25.71763718015981,-80.28071036256111
1231 DICKINSON DR,,12007653,PRA,PROPERTY FOUND IMPOUNDED,2012-10-01,2012-10-01,2320,2012-10-01,2320,25.717211019057448,-80.27983967147681
1239 DICKINSON DR,WT708,12007930,PRA,PROPERTY FOUND IMPOUNDED,2012-10-10,2012-10-10,2100,2012-10-10,2245,25.71763718015981,-80.28071036256111
1550 BRESCIA AV,,12008102,PRA,PROPERTY FOUND IMPOUNDED,2012-10-16,2012-10-16,1224,2012-10-16,1224,25.711317681212424,-80.2843557537785
1239 DICKINSON DR,WT506,12009216,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,1755,2012-11-19,1756,25.71763718015981,-80.28071036256111
1570 LIGURIA AV,105A,12009217,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,1845,2012-11-19,1845,25.712161715386127,-80.28529489692964
1570 LIGURIA AV,UV 7 311,12009221,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,2220,2012-11-19,2240,25.712161715386127,-80.28529489692964
1239 DICKINSON DR,WT804,12009256,PRA,PROPERTY FOUND IMPOUNDED,2012-11-21,2012-11-21,0050,2012-11-21,0120,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,W404,12009297,PRA,PROPERTY FOUND IMPOUNDED,2012-11-21,2012-11-21,2030,2012-11-21,2030,25.71763718015981,-80.28071036256111
1300 MEMORIAL DR,,12007747,PRB,PROPERTY LOST,2012-10-04,2012-10-04,2105,2012-10-04,2107,25.721196266912003,-80.27868281840205
1585 ALBENGA AV,111,12007830,PRB,PROPERTY LOST,2012-10-08,2012-10-07,0050,2012-10-07,0100,25.714282555979274,-80.28527395565855
1300 MEMORIAL DR,BLK,12008066,PRB,PROPERTY LOST,2012-10-15,2012-10-09,1045,2012-10-09,1055,25.722351550788833,-80.27806211124262
5030 BRUNSON DR,,12008112,PRB,PROPERTY LOST,2012-10-16,2012-10-16,1345,2012-10-16,1400,25.723027197763926,-80.27721233057285
5185 PONCE DE LEON BLVD,,12008306,PRB,PROPERTY LOST,2012-10-22,2012-10-19,2230,2012-10-20,0038,25.718978439805102,-80.27418145209143
1306 STANFORD DR,,12008485,PRB,PROPERTY LOST,2012-10-26,2012-10-26,1730,2012-10-26,1915,25.71941057671138,-80.2780406268501
5665 PONCE DE LEON BLVD,,12008646,PRB,PROPERTY LOST,2012-11-01,2012-10-31,1645,2012-10-31,1715,25.71257581223025,-80.28105422624941
1111 MEMORIAL DR,,12008724,PRB,PROPERTY LOST,2012-11-04,2012-11-02,1900,2012-11-03,1400,25.721135398118644,-80.27785384138907
5030 BRUNSON DR,,12008915,PRB,PROPERTY LOST,2012-11-10,2012-11-10,1200,2012-11-10,1210,25.722812801803922,-80.27678890253769
1239 DICKINSON DR,,12008922,PRB,PROPERTY LOST,2012-11-10,2012-11-10,0030,2012-11-10,0130,25.71763718015981,-80.28071036256111
1245 DAUER DR,,12008248,SCA,SIMPLE BATTERY,2012-10-19,2012-10-19,2315,2012-10-19,2325,25.715287927089246,-80.27935830082713
1231 DICKINSON DR,,12008620,SCA,SIMPLE BATTERY,2012-10-31,2012-10-31,2150,2012-10-31,2205,25.71688569784226,-80.28016167926316
1239 DICKINSON DR,,12009170,SCA,SIMPLE BATTERY,2012-11-18,2012-11-18,1615,2012-11-18,1635,25.717292435430235,-80.28104135775881
1540 LEVANTE AV,,12007692,SCE,SIMPLE HARASSMENT,2012-10-03,2012-09-17,0800,2012-10-03,1100,25.710525949312046,-80.2836974741839
1550 BRESCIA AV,,12008102,STA,STOLEN PROPERTY POSSESSION,2012-10-16,2012-10-16,1224,2012-10-16,1224,25.711317681212424,-80.2843557537785
1245 DAUER DR,,12007711,THC,THEFT FROM MOTOR VEHICLE,2012-10-04,2012-10-03,1730,2012-10-04,0400,25.714537740190067,-80.27873657849965
1500 SCODELLA AV,BLK,12007963,THC,THEFT FROM MOTOR VEHICLE,2012-10-12,2012-10-11,2200,2012-10-12,0305,25.711527010982767,-80.28409631434762
5100 BRUNSON DR,,12008548,THC,THEFT FROM MOTOR VEHICLE,2012-10-29,2012-10-29,1220,2012-10-29,1330,25.717088155790133,-80.28177319780328
1301 MEMORIAL DR,,12008658,THC,THEFT FROM MOTOR VEHICLE,2012-11-02,2012-09-29,0130,2012-10-05,0030,25.72332538991381,-80.27901952825455
1241 DICKINSON DR,,12008847,THC,THEFT FROM MOTOR VEHICLE,2012-11-08,2012-11-06,1000,2012-11-07,1030,25.71556018886177,-80.2802710200809
5300 CARILLO ST,BLK,12009415,THC,THEFT FROM MOTOR VEHICLE,2012-11-27,2012-11-27,1450,2012-11-27,1455,25.720114138137028,-80.27289511058716
1241 DICKINSON DR,,12010217,THC,THEFT FROM MOTOR VEHICLE,2012-12-28,2012-12-28,1245,2012-12-28,1430,25.715613519676083,-80.28082753450299
1241 DICKINSON DR,,12010220,THC,THEFT FROM MOTOR VEHICLE,2012-12-28,2012-12-28,1325,2012-12-28,1530,25.715129273038016,-80.28080514616109
1241 DICKINSON DR,,12010243,THC,THEFT FROM MOTOR VEHICLE,2012-12-29,2012-12-29,1715,2012-12-29,1915,25.71448189289663,-80.28112646000447
1241 DICKINSON DR,,12007678,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-02,2012-10-02,1450,2012-10-02,1545,25.71570302473251,-80.28107411276564
1306 STANFORD DR,,12007696,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-03,2012-09-26,1700,2012-09-26,1900,25.719769491324865,-80.27765674307437
1300 MEMORIAL DR,,12007703,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-03,2012-10-03,1440,2012-10-03,1530,25.721196266912003,-80.27868281840205
1241 DICKINSON DR,,12007738,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-04,2012-10-04,0000,2012-10-04,0200,25.71570302473251,-80.28107411276564
1231 DICKINSON DR,301,12007958,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-11,2012-10-11,1215,2012-10-11,1400,25.71674224395179,-80.27972385963167
1300 MEMORIAL DR,,12008184,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-18,2012-10-18,1630,2012-10-18,1630,25.721196266912003,-80.27868281840205
1306 STANFORD DR,,12008301,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-22,2012-10-19,2200,2012-10-19,2345,25.719890612058414,-80.27764900136926
6001 SAN AMARO DR,,12008403,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-24,2012-10-24,1800,2012-10-24,2100,25.711380512388295,-80.28252505445236
1241 DICKINSON DR,,12008404,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-24,2012-10-24,2200,2012-10-24,2330,25.71570302473251,-80.28107411276564
1306 STANFORD DR,,12008425,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-25,2012-10-24,1700,2012-10-24,1845,25.719876405563266,-80.27759880142031
5100 BRUNSON DR,190,12008552,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-29,2012-10-29,1355,2012-10-29,1410,25.72233854833868,-80.27542005881806
5250 UNIVERSITY DR,,12008557,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-29,2012-10-29,1530,2012-10-29,1700,25.720269902923253,-80.27621023576783
1311 MILLER DR,,12008583,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-30,2012-10-29,1600,2012-10-29,2000,25.720640570382407,-80.28013002747757
1239 DICKINSON DR,,12008631,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-11-01,2012-10-31,1200,2012-10-31,1300,25.717292435430235,-80.28104135775881
1244 STANFORD DR,,12008887,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-11-09,2012-11-09,1320,2012-11-09,1340,25.71971123039194,-80.27447609753149
1241 DICKINSON DR,,12009069,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-11-14,2012-11-14,2000,2012-11-14,2130,25.71570302473251,-80.28107411276564
1231 DICKINSON DR,,12009118,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-11-16,2012-11-13,2030,2012-11-13,2300,25.71688569784226,-80.28016167926316
1300 MEMORIAL DR,,12009482,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-11-29,2012-11-29,1743,2012-11-29,1800,25.721196266912003,-80.27868281840205
1306 STANFORD DR,,12009588,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-12-04,2012-11-28,1645,2012-11-29,1000,25.719769491324865,-80.27765674307437
1507 LEVANTE AV,237,12009979,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-12-17,2012-12-17,1200,2012-12-17,1625,25.710965995248824,-80.28415508618453
1541 BRESCIA AV,103,12009991,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-12-18,2012-12-17,0930,2012-12-17,1530,25.712102052552098,-80.28497803539946
1541 BRESCIA AV,106,12010001,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-12-18,2012-12-16,1300,2012-12-17,1730,25.712102052552098,-80.28497803539946
1231 DICKINSON DR,,12008040,THK,THEFT OTHER,2012-10-14,2012-10-13,2220,2012-10-13,2225,25.71688569784226,-80.28016167926316
1231 DICKINSON DR,MT 101,12008305,THK,THEFT OTHER,2012-10-22,2012-10-21,2300,2012-10-22,0715,25.71688569784226,-80.28016167926316
1311 MILLER DR,,12008842,THK,THEFT OTHER,2012-11-08,2012-10-08,1200,2012-11-08,0900,25.720640570382407,-80.28013002747757
1306 STANFORD DR,,12008854,THK,THEFT OTHER,2012-11-08,2012-11-08,1430,2012-11-08,1500,25.719976897850092,-80.27791499554434
1531 LIGURIA AV,4,12007840,THM,THEFT FROM BURGLARY,2012-10-08,2012-10-06,1500,2012-10-07,1600,25.720476119506944,-80.27815609130853
1231 DICKINSON DR,MT 1206,12009525,THM,THEFT FROM BURGLARY,2012-12-01,2012-11-10,0300,2012-11-10,1000,25.717211019057448,-80.27983967147681
1301 MEMORIAL DR,,12007679,TVE,THEFT OF BICYCLE,2012-10-02,2012-10-02,1200,2012-10-02,1700,25.7222065926138,-80.279490922276
1231 DICKINSON DR,PT 113,12007864,TVE,THEFT OF BICYCLE,2012-10-09,2012-10-08,0830,2012-10-08,1930,25.71674224395179,-80.27972385963167
1306 STANFORD DR,,12008291,TVE,THEFT OF BICYCLE,2012-10-21,2012-10-21,1305,2012-10-21,1800,25.71990382100812,-80.27713674541504
1311 MILLER DR,,12008551,TVE,THEFT OF BICYCLE,2012-10-29,2012-10-26,1800,2012-10-27,1800,25.720522211023415,-80.27911063123267
1231 DICKINSON DR,,12008730,TVE,THEFT OF BICYCLE,2012-11-04,2012-11-04,1215,2012-11-04,2230,25.716999383681383,-80.27961914515518
5501 SAN AMARO DR,,12008889,TVE,THEFT OF BICYCLE,2012-11-09,2012-11-08,1400,2012-11-08,2000,25.718730203018247,-80.2808767532272
5665 PONCE DE LEON BLVD,,12009670,TVE,THEFT OF BICYCLE,2012-12-06,2012-11-27,0730,2012-12-06,1430,25.71257581223025,-80.28105422624941
1252 MEMORIAL DR,,12010082,TVE,THEFT OF BICYCLE,2012-12-21,2012-12-21,0650,2012-12-21,1400,25.722389002673456,-80.27904922114391
1311 MILLER DR,,12008842,VAC,VANDALISM TO PROPERTY,2012-11-08,2012-10-08,1200,2012-11-08,0900,25.720831061001157,-80.27978974067342
5501 SAN AMARO DR,,12008907,VAC,VANDALISM TO PROPERTY,2012-11-10,2012-11-10,0900,2012-11-10,0900,25.718420368516938,-80.28100940746991
5200 UNIVERSITY DR,BLK,12009232,VEL,VEHICLE TRAFFIC CRASH,2012-11-20,2012-11-20,0000,2012-11-20,0000,25.719854067888765,-80.27661767787164
5600 GEORGE E MERRICK ST,R15,12007646,ZOA,TRESPASS WARNING,2012-10-01,2012-10-01,1600,2012-10-01,1650,25.718061873252857,-80.27694489492926
1550 BRESCIA AV,,12008102,ZOA,TRESPASS WARNING,2012-10-16,2012-10-16,1224,2012-10-16,1224,25.711317681212424,-80.2843557537785
1231 DICKINSON DR,,12009102,ZOA,TRESPASS WARNING,2012-11-16,2012-11-16,0030,2012-11-16,0100,25.717271966118922,-80.2804416211953
1306 STANFORD DR,,12007698,ZOD,INCIDENT REPORT,2012-10-03,2012-10-03,1330,2012-10-03,1330,25.719635921810944,-80.27836784847113
1244 STANFORD DR,,12007693,ZOE,SUSPICIOUS INCIDENT,2012-10-03,2012-10-02,0500,2012-10-03,0600,25.71971123039194,-80.27447609753149
1241 DICKINSON DR,102A,12008963,ZOE,SUSPICIOUS INCIDENT,2012-11-12,2012-11-12,0733,2012-11-12,0742,25.71570302473251,-80.28107411276564
5600 GEORGE E MERRICK ST,R19,12007628,ZOJ,BAKER MARCHMAN ACT,2012-10-01,2012-10-01,1205,2012-10-01,1236,25.718061873252857,-80.27694489492926
5600 GEORGE E MERRICK ST,R15,12007646,ZOJ,BAKER MARCHMAN ACT,2012-10-01,2012-10-01,1600,2012-10-01,1650,25.718061873252857,-80.27694489492926
5801 SAN AMARO DR,,12008722,ZOJ,BAKER MARCHMAN ACT,2012-11-04,2012-11-04,1022,2012-11-04,1022,25.716199255723936,-80.28231349047232
5202 UNIVERSITY DR,,12007746,ZOM,INTOXICATED PERSON,2012-10-04,2012-10-04,1700,2012-10-04,2100,25.72080156454301,-80.27606546287038
5185 PONCE DE LEON BLVD,,12008006,ZOM,INTOXICATED PERSON,2012-10-13,2012-10-13,0341,2012-10-13,0342,25.7183187340385,-80.27388202617917
1231 DICKINSON DR,,12007653,ZOQ,ULEAD,2012-10-01,2012-10-01,2320,2012-10-01,2320,25.717211019057448,-80.27983967147681
1239 DICKINSON DR,WT708,12007930,ZOQ,ULEAD,2012-10-10,2012-10-10,2100,2012-10-10,2245,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,WT207,12009104,ZOQ,ULEAD,2012-11-16,2012-11-16,0145,2012-11-16,0205,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,WT506,12009216,ZOQ,ULEAD,2012-11-19,2012-11-19,1755,2012-11-19,1756,25.71763718015981,-80.28071036256111
1570 LIGURIA AV,105A,12009217,ZOQ,ULEAD,2012-11-19,2012-11-19,1845,2012-11-19,1845,25.712161715386127,-80.28529489692964
1570 LIGURIA AV,UV 7 311,12009221,ZOQ,ULEAD,2012-11-19,2012-11-19,2220,2012-11-19,2240,25.712161715386127,-80.28529489692964
1239 DICKINSON DR,WT804,12009256,ZOQ,ULEAD,2012-11-21,2012-11-21,0050,2012-11-21,0120,25.71763718015981,-80.28071036256111
1239 DICKINSON DR,W404,12009297,ZOQ,ULEAD,2012-11-21,2012-11-21,2030,2012-11-21,2030,25.71763718015981,-80.28071036256111
1507 LEVANTE AV,,13000140,FRL,FRAUD OTHER JURISDICTION,2013-01-08,2012-12-17,1200,2012-12-17,1600,25.710965995248824,-80.28415508618453
1507 LEVANTE AV,,13000140,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-01-08,2012-12-17,1200,2012-12-17,1600,25.710965995248824,-80.28415508618453
1306 STANFORD DR,,13000135,BUB,BURGLARY NON RESIDENTIAL,2013-01-08,2013-01-04,2013,2013-01-08,1015,25.71988918620009,-80.27773214125659
1527 ALBENGA AV,,13000155,JUA,JUVENILE MISDEMEANOR OFFENDER,2013-01-08,2013-01-08,2042,2013-01-08,2043,25.714124240467278,-80.28434891697904
1527 ALBENGA AV,,13000155,ZOA,TRESPASS WARNING,2013-01-08,2013-01-08,2042,2013-01-08,2043,25.714124240467278,-80.28434891697904
1570 LIGURIA AV,111B,13000243,PRA,PROPERTY FOUND IMPOUNDED,2013-01-11,2013-01-11,1925,2013-01-11,1945,25.71281125702202,-80.28533154392642
1570 LIGURIA AV,111B,13000243,ZOQ,ULEAD,2013-01-11,2013-01-11,1925,2013-01-11,1945,25.71281125702202,-80.28533154392642
1530 LIGURIA AV,,13000340,THC,THEFT FROM MOTOR VEHICLE,2013-01-16,2013-01-15,1700,2013-01-15,1738,25.71850524594085,-80.27716811504857
1306 STANFORD DR,,13000341,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-01-15,2013-01-14,1800,2013-01-15,0800,25.719769491324865,-80.27765674307437
5801 SAN AMARO DR,101C,13000465,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-01-20,2013-01-19,0830,2013-01-19,2100,25.715461823952634,-80.2826277857886
5615 PAVIA ST,,13000466,VEL,VEHICLE TRAFFIC CRASH,2013-01-20,2013-01-20,1541,2013-01-20,1541,25.71778509367132,-80.27612002050361
5500 PONCE DE LEON BLVD,BLK,13000565,ZOQ,ULEAD,2013-01-23,2013-01-23,2335,2013-01-23,2335,25.712692713207108,-80.28040088651959
1311 MILLER DR,F105,13000895,THK,THEFT OTHER,2013-02-04,2013-02-01,1700,2013-02-04,0800,25.720386716907466,-80.27973825207562
