address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,lat,lon
1231 DICKINSON DR,,13002004,1,VAC,VANDALISM TO PROPERTY,2013-03-15,2013-03-14,0200,2013-03-14,2200,,25.7169005,-80.280238
1100 STANFORD DR,,13002025,1,PRA,PROPERTY FOUND IMPOUNDED,2013-03-15,2013-03-15,2213,2013-03-15,2213,,25.7176103,-80.2745494
1101 STANFORD DR,422,13002039,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-03-16,2013-03-16,1430,2013-03-16,1430,,25.7183323,-80.27499759999999
SAN AMARO DR/LIGURIA AV,,13002055,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-17,2013-03-17,1628,2013-03-17,1628,,25.7132491,-80.2841538
5600 GEORGE E MERRICK ST,,13002063,1,PRC,PROPERTY DAMAGED,2013-03-18,2013-03-18,0247,2013-03-18,0252,,25.7183404,-80.27676699999999
DICKINSON DR/PONCE DE LEON BLVD,,13002067,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-18,2013-03-18,0904,2013-03-18,0904,,25.72149,-80.2683838
S ALHAMBRA CIR/PONCE DE LEON BLVD,,13002068,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-18,2013-03-18,0949,2013-03-18,0949,,25.72149,-80.2683838
LIGURIA AV/SAN AMARO DR,,13002102,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-18,2013-03-18,2053,2013-03-18,2053,,25.7229037,-80.2809522
1231 DICKINSON DR,MT 720,13002103,2,PRA,PROPERTY FOUND IMPOUNDED,2013-03-19,2013-03-19,0105,2013-03-19,0135,,25.7169005,-80.280238
1231 DICKINSON DR,MT 720,13002103,1,ZOQ,ULEAD,2013-03-19,2013-03-19,0105,2013-03-19,0135,,25.7169005,-80.280238
PONCE DE LEON BLVD/S ALHAMBRA CIR,,13002107,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-19,2013-03-19,0824,2013-03-19,0824,,25.7066993,-80.2732718
5600 GEORGE E MERRICK ST,,13002115,1,TVE,THEFT OF BICYCLE,2013-03-19,2013-03-19,0920,2013-03-19,1530,,25.7183404,-80.27676699999999
5600 GEORGE E MERRICK ST,,13002115,2,XOT,TRESPASSING,2013-03-19,2013-03-19,0920,2013-03-19,1530,,25.7183404,-80.27676699999999
5100 BRUNSON DR,BLK,13002118,1,VEB,VEHICLE HIT RUN,2013-03-19,2013-03-19,1656,2013-03-19,1656,,25.7224132,-80.27591269999999
6299 SAN AMARO DR,,13002121,1,FDD,FD SICK INJURED PERSON,2013-03-19,2013-03-19,1815,2013-03-19,1820,,25.7112023,-80.2826903
1101 STANFORD DR,,13002141,1,PRB,PROPERTY LOST,2013-03-20,2013-03-09,1200,2013-03-09,1200,,25.7183323,-80.27499759999999
1231 DICKINSON DR,MT204,13002154,2,PRA,PROPERTY FOUND IMPOUNDED,2013-03-21,2013-03-20,2300,2013-03-21,0015,,25.7169005,-80.280238
1231 DICKINSON DR,MT204,13002154,1,ZOQ,ULEAD,2013-03-21,2013-03-20,2300,2013-03-21,0015,,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,13002167,1,ZOA,TRESPASS WARNING,2013-03-21,2013-03-21,1432,2013-03-21,1441,,25.7127401,-80.2809083
1231 DICKINSON DR,,13002179,1,VAA,VANDALISM TO STRUCTURE,2013-03-22,2013-03-22,0300,2013-03-22,0310,,25.7169005,-80.280238
1239 DICKINSON DR,RT 301,13002186,1,FDD,FD SICK INJURED PERSON,2013-03-22,2013-03-22,1030,2013-03-22,1050,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,515,13002211,2,DCB,DISORDERLY DISTURBING PEACE DISRUPTING FUNCTION,2013-03-23,2013-03-23,0120,2013-03-23,0445,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,515,13002211,1,VAA,VANDALISM TO STRUCTURE,2013-03-23,2013-03-23,0120,2013-03-23,0445,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,515,13002211,2,ZOM,INTOXICATED PERSON,2013-03-23,2013-03-23,0120,2013-03-23,0445,,25.7179231,-80.2737624
1231 DICKINSON DR,,13002212,2,PRA,PROPERTY FOUND IMPOUNDED,2013-03-23,2013-03-23,0110,2013-03-23,0451,,25.7169005,-80.280238
1231 DICKINSON DR,,13002212,1,ZOQ,ULEAD,2013-03-23,2013-03-23,0110,2013-03-23,0451,,25.7169005,-80.280238
SAN AMARO DR/LEVANTE AV,,13002214,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-23,2013-03-23,0858,2013-03-23,0858,,25.7103943,-80.2842866
6201 SAN AMARO DR,,13002225,1,FDD,FD SICK INJURED PERSON,2013-03-23,2013-03-23,1000,2013-03-23,1000,,25.7133381,-80.2831612
5665 PONCE DE LEON BLVD,,13002233,1,PRA,PROPERTY FOUND IMPOUNDED,2013-03-23,2013-03-23,1500,2013-03-23,2130,,25.7127401,-80.2809083
DICKINSON DR/PONCE DE LEON BLVD,,13002237,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-24,2013-03-24,1211,2013-03-24,1211,,25.72149,-80.2683838
5800 SAN AMARO DR,BLK,13002292,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-26,2013-03-26,1310,2013-03-26,1310,,25.7150399,-80.283608
1575 ALBENGA AV,310,13002303,1,FDD,FD SICK INJURED PERSON,2013-03-26,2013-03-26,2234,2013-03-26,2234,,25.7139299,-80.2851341
SAN AMARO DR/MILLER RD,,13002306,1,VEL,VEHICLE TRAFFIC CRASH,2013-03-27,2013-03-27,0207,2013-03-27,0207,,25.719147,-80.282451
5665 PONCE DE LEON BLVD,,13002311,1,ZOA,TRESPASS WARNING,2013-03-27,2013-03-20,1230,2013-03-20,1230,,25.7127401,-80.2809083
1239 DICKINSON DR,,13002312,1,ZOD,INCIDENT REPORT,2013-03-27,2013-03-18,1000,2013-03-20,1900,,25.715591,-80.2816
1101 STANFORD DR,,13002319,1,ZOE,SUSPICIOUS INCIDENT,2013-03-27,2013-03-25,1900,2013-03-27,1113,,25.7183323,-80.27499759999999
1231 DICKINSON DR,PT 416,13002330,1,FDD,FD SICK INJURED PERSON,2013-03-27,2013-03-27,1400,2013-03-27,1427,,25.7169005,-80.280238
1241 DICKINSON DR,,13002332,1,TVE,THEFT OF BICYCLE,2013-03-27,2013-03-27,1030,2013-03-27,1135,,25.7151881,-80.2802987
1365 MEMORIAL DR,,13002339,1,PRB,PROPERTY LOST,2013-03-27,2013-03-27,1050,2013-03-27,1120,,25.7214386,-80.2799399
5821 SAN AMARO DR,,13002343,1,VAA,VANDALISM TO STRUCTURE,2013-03-28,2013-03-28,0730,2013-03-28,0730,,25.714778,-80.28324909999999
1100 STANFORD DR,,13002355,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-03-28,2013-03-27,1210,2013-03-27,1330,,25.7176103,-80.2745494
1231 DICKINSON DR,,13002358,1,TVE,THEFT OF BICYCLE,2013-03-28,2013-03-28,1050,2013-03-28,1215,,25.7169005,-80.280238
1239 DICKINSON DR,,13002372,2,PRA,PROPERTY FOUND IMPOUNDED,2013-03-29,2013-03-29,0242,2013-03-29,0242,,25.715591,-80.2816
1239 DICKINSON DR,,13002372,1,ZOQ,ULEAD,2013-03-29,2013-03-29,0242,2013-03-29,0242,,25.715591,-80.2816
1239 DICKINSON DR,,13002373,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2013-03-29,2013-03-29,0242,2013-03-29,0249,,25.715591,-80.2816
1239 DICKINSON DR,,13002373,2,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2013-03-29,2013-03-29,0242,2013-03-29,0249,,25.715591,-80.2816
1239 DICKINSON DR,,13002373,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,2013-03-29,2013-03-29,0242,2013-03-29,0249,,25.715591,-80.2816
1239 DICKINSON DR,,13002373,2,PRA,PROPERTY FOUND IMPOUNDED,2013-03-29,2013-03-29,0242,2013-03-29,0249,,25.715591,-80.2816
1101 STANFORD DR,217,13002388,2,FDD,FD SICK INJURED PERSON,2013-03-29,2013-03-28,2200,2013-03-29,1600,,25.7183323,-80.27499759999999
5665 PONCE DE LEON BLVD,,13002389,2,ZOD,INCIDENT REPORT,2013-03-29,2013-03-29,1743,2013-03-29,1743,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,13002389,1,ZOQ,ULEAD,2013-03-29,2013-03-29,1743,2013-03-29,1743,,25.7127401,-80.2809083
1231 DICKINSON DR,P820,13002393,1,FDD,FD SICK INJURED PERSON,2013-03-29,2013-03-29,2255,2013-03-29,2255,,25.7169005,-80.280238
1231 DICKINSON DR,,13002399,1,ZOM,INTOXICATED PERSON,2013-03-30,2013-03-30,0629,2013-03-30,0630,,25.7169005,-80.280238
1100 STANFORD DR,,13002402,1,SXJ,SEXUAL RAPE,2013-03-30,2013-03-25,2330,2013-03-25,2330,,25.7176103,-80.2745494
1239 DICKINSON DR,,13002425,1,ZOM,INTOXICATED PERSON,2013-03-31,2013-03-31,0110,2013-03-31,0112,,25.715591,-80.2816
1231 DICKINSON DR,,13002435,1,PRB,PROPERTY LOST,2013-03-31,2013-03-31,1700,2013-03-31,1800,,25.7169005,-80.280238
1520 LIGURIA AV,,13002461,1,ZOE,SUSPICIOUS INCIDENT,2013-04-01,2013-03-30,0001,2013-03-30,1100,,25.712868,-80.283981
5501 SAN AMARO DR,,13002472,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-01,2013-04-01,1817,2013-04-01,1817,,25.7187893,-80.2803368
5665 PONCE DE LEON BLVD,,13002488,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-04-02,2013-03-29,1000,2013-04-02,1145,,25.7127401,-80.2809083
1239 DICKINSON DR,RT309,13002504,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-02,2013-04-02,1641,2013-04-02,1641,,25.715591,-80.2816
1101 STANFORD DR,,13002521,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-02,2013-04-02,2115,2013-04-02,2115,,25.7183323,-80.27499759999999
1101 STANFORD DR,,13002521,1,ZOQ,ULEAD,2013-04-02,2013-04-02,2115,2013-04-02,2115,,25.7183323,-80.27499759999999
1231 DICKINSON DR,MT311,13002557,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-04,2013-04-03,1130,2013-04-04,0319,,25.7169005,-80.280238
1231 DICKINSON DR,MT311,13002557,1,ZOQ,ULEAD,2013-04-04,2013-04-03,1130,2013-04-04,0319,,25.7169005,-80.280238
5100 BRUNSON DR,,13002560,1,PRB,PROPERTY LOST,2013-04-04,2013-04-04,0815,2013-04-04,0815,,25.7224132,-80.27591269999999
5665 PONCE DE LEON BLVD,,13002605,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-05,2013-04-05,1105,2013-04-05,1105,,25.7127401,-80.2809083
5600 GEORGE E MERRICK ST,BLK,13002612,1,ZOA,TRESPASS WARNING,2013-04-05,2013-04-05,1338,2013-04-05,1338,,25.7183404,-80.27676699999999
PONCE DE LEON BLVD/DICKINSON DR,,13002630,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-05,2013-04-05,2356,2013-04-05,2356,,25.7153261,-80.2803015
1239 DICKINSON DR,,13002631,1,ZOA,TRESPASS WARNING,2013-04-06,2013-04-04,2340,2013-04-04,2345,,25.715591,-80.2816
1251 MEMORIAL DR,304,13002642,1,FDD,FD SICK INJURED PERSON,2013-04-06,2013-04-06,1404,2013-04-06,1405,,25.7227309,-80.2787218
1231 DICKINSON DR,,13002650,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-07,2013-04-07,0230,2013-04-07,0231,,25.7169005,-80.280238
1231 DICKINSON DR,,13002650,2,ZOA,TRESPASS WARNING,2013-04-07,2013-04-07,0230,2013-04-07,0231,,25.7169005,-80.280238
1231 DICKINSON DR,,13002650,2,ZOM,INTOXICATED PERSON,2013-04-07,2013-04-07,0230,2013-04-07,0231,,25.7169005,-80.280238
1231 DICKINSON DR,,13002650,1,ZOQ,ULEAD,2013-04-07,2013-04-07,0230,2013-04-07,0231,,25.7169005,-80.280238
1231 DICKINSON DR,PT9FLR,13002657,1,ZOE,SUSPICIOUS INCIDENT,2013-04-07,2013-04-06,1430,2013-04-07,1415,,25.7169005,-80.280238
1231 DICKINSON DR,PT 401,13002663,1,PRB,PROPERTY LOST,2013-04-07,2013-04-06,2300,2013-04-06,2301,,25.7169005,-80.280238
1231 DICKINSON DR,,13002687,1,ZOA,TRESPASS WARNING,2013-04-08,2013-04-08,1755,2013-04-08,1755,,25.7169005,-80.280238
DICKINSON DR/PONCE DE LEON BLVD,,13002719,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-09,2013-04-09,1729,2013-04-09,1729,,25.72149,-80.2683838
5665 PONCE DE LEON BLVD,,13002741,1,ZOE,SUSPICIOUS INCIDENT,2013-04-10,2013-04-06,1200,2013-04-06,1200,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,13002763,1,VAA,VANDALISM TO STRUCTURE,2013-04-11,2013-04-10,1000,2013-04-10,1000,,25.7127401,-80.2809083
1311 MILLER DR,,13002772,1,ZOD,INCIDENT REPORT,2013-04-11,2013-04-05,1000,2013-04-08,1200,,25.720387,-80.279546
1229 WALSH AV,,13002790,1,THK,THEFT OTHER,2013-04-11,2013-04-11,1915,2013-04-11,1930,,25.7161145,-80.2774261
1231 DICKINSON DR,,13002794,2,FDD,FD SICK INJURED PERSON,2013-04-12,2013-04-11,2300,2013-04-12,0200,,25.7169005,-80.280238
1231 DICKINSON DR,,13002794,1,ZOM,INTOXICATED PERSON,2013-04-12,2013-04-11,2300,2013-04-12,0200,,25.7169005,-80.280238
1231 DICKINSON DR,MT 822,13002797,1,VAC,VANDALISM TO PROPERTY,2013-04-12,2013-04-12,0230,2013-04-12,1000,,25.7169005,-80.280238
1350 MILLER DR,125,13002803,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-12,2013-04-11,1500,2013-04-12,1040,,25.720147,-80.279648
1241 DICKINSON DR,,13002817,1,ZOE,SUSPICIOUS INCIDENT,2013-04-12,2013-04-02,1830,2013-04-09,2130,,25.7151881,-80.2802987
5665 PONCE DE LEON BLVD,,13002848,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-13,2013-04-13,1941,2013-04-13,1941,,25.7127401,-80.2809083
1552 S DIXIE HWY,,13002855,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-14,2013-04-14,1410,2013-04-14,1510,,25.7083774,-80.2838167
5600 PONCE DE LEON BLVD,BLK,13002858,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-14,2013-04-14,1703,2013-04-14,1703,,25.713698,-80.278328
5600 PONCE DE LEON BLVD,BLK,13002858,1,ZOQ,ULEAD,2013-04-14,2013-04-14,1703,2013-04-14,1703,,25.713698,-80.278328
1239 DICKINSON DR,,13002859,1,TVE,THEFT OF BICYCLE,2013-04-14,2013-04-14,1920,2013-04-14,1936,,25.715591,-80.2816
1239 DICKINSON DR,,13002859,1,XOT,TRESPASSING,2013-04-14,2013-04-14,1920,2013-04-14,1936,,25.715591,-80.2816
1239 DICKINSON DR,,13002859,2,ZOA,TRESPASS WARNING,2013-04-14,2013-04-14,1920,2013-04-14,1936,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,,13002865,1,VAC,VANDALISM TO PROPERTY,2013-04-15,2013-04-15,0235,2013-04-15,0235,,25.7179231,-80.2737624
1400 MILLER RD,,13002889,1,ZOE,SUSPICIOUS INCIDENT,2013-04-15,2013-04-13,1600,2013-04-15,1500,,25.7186448,-80.28320149999999
5665 PONCE DE LEON BLVD,,13002891,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-15,2013-04-13,1340,2013-04-15,1000,,25.7127401,-80.2809083
5100 BRUNSON DR,,13002901,1,ZOD,INCIDENT REPORT,2013-04-15,2013-04-15,1945,2013-04-15,1945,,25.7224132,-80.27591269999999
1231 DICKINSON DR,MT822,13002922,1,PRC,PROPERTY DAMAGED,2013-04-16,2013-04-15,0100,2013-04-16,1500,,25.7169005,-80.280238
1101 STANFORD DR,MRC 308,13002935,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-16,2013-04-16,2242,2013-04-16,2242,,25.7183323,-80.27499759999999
1101 STANFORD DR,MRC 308,13002935,1,ZOQ,ULEAD,2013-04-16,2013-04-16,2242,2013-04-16,2242,,25.7183323,-80.27499759999999
1101 STANFORD DR,,13002969,1,ZOA,TRESPASS WARNING,2013-04-17,2013-04-17,1910,2013-04-17,1910,,25.7183323,-80.27499759999999
5000 BRUNSON DR,,13002978,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-18,2013-04-18,0950,2013-04-18,0950,,25.7233487,-80.2760784
5665 PONCE DE LEON BLVD,,13002984,1,ZOA,TRESPASS WARNING,2013-04-18,2013-04-16,1830,2013-04-16,1830,,25.7127401,-80.2809083
1231 DICKINSON DR,PT 5,13002990,1,ZOE,SUSPICIOUS INCIDENT,2013-04-18,2013-04-18,1530,2013-04-18,1530,,25.7169005,-80.280238
5501 SAN AMARO DR,,13003000,1,ZOE,SUSPICIOUS INCIDENT,2013-04-18,2013-04-18,1530,2013-04-18,1545,,25.7187893,-80.2803368
5185 PONCE DE LEON BLVD,,13003010,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2013-04-19,2013-04-19,0330,2013-04-19,0344,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,,13003010,2,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2013-04-19,2013-04-19,0330,2013-04-19,0344,,25.7179231,-80.2737624
1300 MILLER DR,BLK,13003016,1,ZOD,INCIDENT REPORT,2013-04-19,2013-04-18,2300,2013-04-19,1002,,25.7202807,-80.27884039999999
5665 PONCE DE LEON BLVD,,13003032,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-19,2013-04-19,1505,2013-04-19,1506,,25.7127401,-80.2809083
6201 SAN AMARO DR,,13003071,1,PRB,PROPERTY LOST,2013-04-21,2013-04-19,1900,2013-04-20,0900,,25.7133381,-80.2831612
1500 SCODELLA AV,BLK,13003079,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-22,2013-04-22,0121,2013-04-22,0121,,25.7125384,-80.28328040000001
PONCE DE LEON BLVD/DICKINSON DR,,13003087,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-22,2013-04-22,1213,2013-04-22,1213,,25.7153261,-80.2803015
1241 DICKINSON DR,,13003092,1,THA,THEFT OF AUTO TAG REGISTRATION DECAL,2013-04-22,2013-04-22,0530,2013-04-22,1430,,25.7151881,-80.2802987
1231 DICKINSON DR,MT4,13003108,1,FDD,FD SICK INJURED PERSON,2013-04-23,2013-04-23,0900,2013-04-23,0910,,25.7169005,-80.280238
1231 DICKINSON DR,,13003109,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-23,2013-04-23,0850,2013-04-23,0850,,25.7169005,-80.280238
1239 DICKINSON DR,,13003124,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2013-04-23,2013-04-23,1618,2013-04-23,1620,,25.715591,-80.2816
1239 DICKINSON DR,,13003124,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-23,2013-04-23,1618,2013-04-23,1620,,25.715591,-80.2816
1239 DICKINSON DR,,13003127,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-04-23,2013-04-23,1915,2013-04-23,2015,,25.715591,-80.2816
UNIVERSITY DR/PISANO AV,,13003141,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-24,2013-04-24,1159,2013-04-24,1159,,25.723272,-80.273926
1241 DICKINSON DR,,13003157,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-04-24,2013-04-24,1715,2013-04-24,1745,,25.7151881,-80.2802987
RED RD/BRESCIA AV,,13003188,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-25,2013-04-25,1607,2013-04-25,1607,,25.7117952,-80.28443659999999
1211 DICKINSON DR,303,13003192,1,PRA,PROPERTY FOUND IMPOUNDED,2013-04-25,2013-04-25,1834,2013-04-25,1836,,25.716037,-80.27868200000002
5185 PONCE DE LEON BLVD,,13003254,1,SCA,SIMPLE BATTERY,2013-04-28,2013-04-28,0020,2013-04-28,0100,,25.7179231,-80.2737624
1239 DICKINSON DR,,13003264,1,TVE,THEFT OF BICYCLE,2013-04-28,2013-04-25,1630,2013-04-28,2002,,25.715591,-80.2816
1239 DICKINSON DR,,13003264,2,ZOA,TRESPASS WARNING,2013-04-28,2013-04-25,1630,2013-04-28,2002,,25.715591,-80.2816
1239 DICKINSON DR,R310,13003266,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-28,2013-04-28,2230,2013-04-28,2230,,25.715591,-80.2816
1239 DICKINSON DR,R310,13003266,1,ZOQ,ULEAD,2013-04-28,2013-04-28,2230,2013-04-28,2230,,25.715591,-80.2816
1500 CORNICHE AV,BLK,13003267,1,ROA,ROBBERY ARMED,2013-04-28,2013-04-28,2244,2013-04-28,2244,,25.714693,-80.28322659999999
1239 DICKINSON DR,,13003273,1,PRC,PROPERTY DAMAGED,2013-04-29,2013-04-26,1700,2013-04-27,0200,,25.715591,-80.2816
1239 DICKINSON DR,R1207,13003289,2,PRA,PROPERTY FOUND IMPOUNDED,2013-04-29,2013-04-29,2230,2013-04-29,2230,,25.715591,-80.2816
1239 DICKINSON DR,R1207,13003289,1,ZOQ,ULEAD,2013-04-29,2013-04-29,2230,2013-04-29,2230,,25.715591,-80.2816
1500 LEVANTE AV,BLK,13003310,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-30,2013-04-30,1538,2013-04-30,1538,,25.7112271,-80.2832435
STANFORD DR/PONCE DE LEON BLVD,,13003320,1,VEL,VEHICLE TRAFFIC CRASH,2013-04-30,2013-04-30,2210,2013-04-30,2210,,25.72149,-80.2683838
1530 LIGURIA AV,,13003322,1,ZOD,INCIDENT REPORT,2013-05-01,2013-05-01,0021,2013-05-01,0021,,25.7132082,-80.2844442
PONCE DE LEON BLVD/DICKINSON DR,,13003350,1,VEL,VEHICLE TRAFFIC CRASH,2013-05-01,2013-05-01,1756,2013-05-01,1756,,25.7153261,-80.2803015
1239 DICKINSON DR,BLK,13003356,1,XOT,TRESPASSING,2013-05-03,2013-05-02,0817,2013-05-02,0817,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,532,13003384,2,FDD,FD SICK INJURED PERSON,2013-05-03,2013-05-03,0130,2013-05-03,0200,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,532,13003384,1,ZOM,INTOXICATED PERSON,2013-05-03,2013-05-03,0130,2013-05-03,0200,,25.7179231,-80.2737624
5800 SAN AMARO DR,BLK,13003416,1,ZOJ,BAKER MARCHMAN ACT,2013-05-04,2013-05-04,0400,2013-05-04,0401,,25.7150399,-80.283608
1239 DICKINSON DR,RT 3 FL,13003421,1,VAA,VANDALISM TO STRUCTURE,2013-05-04,2013-05-04,0430,2013-05-04,1230,,25.715591,-80.2816
1231 DICKINSON DR,,13003435,1,VEL,VEHICLE TRAFFIC CRASH,2013-05-04,2013-05-04,2128,2013-05-04,2128,,25.7169005,-80.280238
1101 STANFORD DR,,13003439,2,FDD,FD SICK INJURED PERSON,2013-05-05,2013-05-04,2300,2013-05-05,0130,,25.7183323,-80.27499759999999
1101 STANFORD DR,,13003439,1,ZOM,INTOXICATED PERSON,2013-05-05,2013-05-04,2300,2013-05-05,0130,,25.7183323,-80.27499759999999
1231 DICKINSON DR,,13003440,2,PRA,PROPERTY FOUND IMPOUNDED,2013-05-05,2013-05-05,0228,2013-05-05,0228,,25.7169005,-80.280238
1231 DICKINSON DR,,13003440,1,ZOQ,ULEAD,2013-05-05,2013-05-05,0228,2013-05-05,0228,,25.7169005,-80.280238
1231 DICKINSON DR,,13003441,2,DCA,DISORDERLY CONDUCT FIGHTING,2013-05-05,2013-05-05,0428,2013-05-05,0428,,25.7169005,-80.280238
1231 DICKINSON DR,,13003441,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2013-05-05,2013-05-05,0428,2013-05-05,0428,,25.7169005,-80.280238
1231 DICKINSON DR,,13003441,2,PRA,PROPERTY FOUND IMPOUNDED,2013-05-05,2013-05-05,0428,2013-05-05,0428,,25.7169005,-80.280238
1231 DICKINSON DR,,13003441,2,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2013-05-05,2013-05-05,0428,2013-05-05,0428,,25.7169005,-80.280238
1231 DICKINSON DR,,13003441,2,ZOM,INTOXICATED PERSON,2013-05-05,2013-05-05,0428,2013-05-05,0428,,25.7169005,-80.280238
1231 DICKINSON DR,,13003446,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-05-05,2013-05-05,0330,2013-05-05,0430,,25.7169005,-80.280238
STANFORD DR/PONCE DE LEON BLVD,,13003462,1,VEL,VEHICLE TRAFFIC CRASH,2013-05-05,2013-05-05,2114,2013-05-05,2114,,25.72149,-80.2683838
1231 DICKINSON DR,PT2FL,13003490,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-05-06,2013-05-06,0500,2013-05-06,1515,,25.7169005,-80.280238
1239 DICKINSON DR,,13003512,1,PRB,PROPERTY LOST,2013-05-07,2013-05-02,1300,2013-05-02,1315,,25.715591,-80.2816
1200 WALSH AV,BLK,13003516,1,VEB,VEHICLE HIT RUN,2013-05-07,2013-05-07,1215,2013-05-07,1452,,25.7164631,-80.2769442
5665 PONCE DE LEON BLVD,,13003521,1,TVE,THEFT OF BICYCLE,2013-05-07,2013-04-02,1100,2013-04-16,1700,,25.7127401,-80.2809083
1101 STANFORD DR,,13003524,1,TVE,THEFT OF BICYCLE,2013-05-07,2013-04-26,1200,2013-05-07,1200,,25.7183323,-80.27499759999999
1300 CAMPO SANO AV,,13003557,1,FDC,FD OTHER FIRE,2013-05-09,2013-05-09,0700,2013-05-09,0700,,25.7241863,-80.2785796
5185 PONCE DE LEON BLVD,,13003566,1,PRB,PROPERTY LOST,2013-05-09,2013-04-22,1900,2013-05-08,1700,,25.7179231,-80.2737624
SAN AMARO DR/LIGURIA AV,,13003578,1,VEL,VEHICLE TRAFFIC CRASH,2013-05-09,2013-05-09,1621,2013-05-09,1621,,25.7132491,-80.2841538
1231 DICKINSON DR,,13003582,1,TVE,THEFT OF BICYCLE,2013-05-09,2013-04-24,1700,2013-05-09,1830,,25.7169005,-80.280238
1239 DICKINSON DR,,13003622,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2013-05-10,2013-05-10,1215,2013-05-10,1440,,25.715591,-80.2816
1311 MILLER DR,,13003738,1,VEL,VEHICLE TRAFFIC CRASH,2013-05-15,2013-05-15,1946,2013-05-15,1946,,25.720387,-80.279546
5501 SAN AMARO DR,,13003758,1,FDC,FD OTHER FIRE,2013-05-16,2013-05-16,1601,2013-05-16,1602,,25.7187893,-80.2803368
1239 DICKINSON DR,,13003776,1,PRA,PROPERTY FOUND IMPOUNDED,2013-05-17,2013-05-17,1215,2013-05-17,1215,,25.715591,-80.2816
5300 CARILLO ST,BLK,13003827,1,THC,THEFT FROM MOTOR VEHICLE,2013-05-20,2013-05-20,0750,2013-05-20,0755,,25.7211886,-80.2739217
1101 STANFORD DR,,13003883,2,PRA,PROPERTY FOUND IMPOUNDED,2013-05-22,2013-05-21,2220,2013-05-21,2228,,25.7183323,-80.27499759999999
