address,apt,case,primary_offense,offense_code,offense,tract,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1525 ALBENGA AV,,13003591,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-10,2013-05-07,0300,2013-05-10,0330,,,
1239 DICKINSON DR,,13003622,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-10,2013-05-10,1215,2013-05-10,1440,,,
1527 ALBENGA AV,105A,13003627,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-05-11,2013-05-10,1945,2013-05-11,0301,,,
1244 STANFORD DR,,13003653,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-12,2013-05-10,1200,2013-05-11,0700,,,
1575 LIGURIA AV,,13003703,1,PRC,PROPERTY DAMAGED,07U,2013-05-14,2013-05-13,1630,2013-05-14,1100,,,
1111 MEMORIAL DR,210,13003719,1,PRB,PROPERTY LOST,07U,2013-05-15,2013-04-24,1430,2013-04-29,0900,,,
1312 MILLER DR,,13003734,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-15,2013-05-15,1524,2013-05-15,1524,,,
1311 MILLER DR,,13003738,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-15,2013-05-15,1946,2013-05-15,1946,,,
5501 SAN AMARO DR,,13003758,1,FDC,FD OTHER FIRE,07U,2013-05-16,2013-05-16,1601,2013-05-16,1602,,,
5185 PONCE DE LEON BLVD,P521,13003769,1,THK,THEFT OTHER,07U,2013-05-17,2013-05-10,1030,2013-05-11,0000,131,895221.08200000005,503966.17599999998
1239 DICKINSON DR,,13003776,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-17,2013-05-17,1215,2013-05-17,1215,,,
5300 CARILLO ST,BLK,13003827,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-05-20,2013-05-20,0750,2013-05-20,0755,,,
5030 BRUNSON DR,,13003856,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-21,2013-05-21,1141,2013-05-21,1141,,,
1101 STANFORD DR,,13003883,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-22,2013-05-21,2220,2013-05-21,2228,,,
1101 STANFORD DR,,13003883,1,TVE,THEFT OF BICYCLE,07U,2013-05-22,2013-05-21,2220,2013-05-21,2228,,,
1101 STANFORD DR,,13003883,2,ZOA,TRESPASS WARNING,07U,2013-05-22,2013-05-21,2220,2013-05-21,2228,,,
PONCE DE LEON BLVD/S ALHAMBRA CIR,,13003898,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-22,2013-05-22,1508,2013-05-22,1508,,,
1252 MEMORIAL DR,,13003933,1,PRB,PROPERTY LOST,07U,2013-05-23,2013-05-15,0800,2013-05-15,1734,14,893381.554,504887.60600000003
6000 SAN AMARO DR,,13003934,1,THK,THEFT OTHER,07U,2013-05-23,2013-05-21,1400,2013-05-21,1400,,,
6000 SAN AMARO DR,,13003934,2,VAC,VANDALISM TO PROPERTY,07U,2013-05-23,2013-05-21,1400,2013-05-21,1400,,,
1306 STANFORD DR,RM:232,13003956,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2013-05-24,2013-05-24,0840,2013-05-24,0843,,,
1306 STANFORD DR,RM:232,13003956,2,THM,THEFT FROM BURGLARY,07U,2013-05-24,2013-05-24,0840,2013-05-24,0843,,,
1306 STANFORD DR,RM:232,13003956,2,XOO,EXTORTION / BLACKMAIL,07U,2013-05-24,2013-05-24,0840,2013-05-24,0843,,,
1306 STANFORD DR,RM:232,13003956,2,XOT,TRESPASSING,07U,2013-05-24,2013-05-24,0840,2013-05-24,0843,,,
5185 PONCE DE LEON BLVD,320,13004010,1,FDD,FD SICK/INJURED PERSON,07U,2013-05-27,2013-05-27,0345,2013-05-27,0345,,,
1111 MEMORIAL DR,,13004018,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-27,2013-05-27,2045,2013-05-27,2045,,,
5665 PONCE DE LEON BLVD,,13004039,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-28,2013-05-16,1449,2013-05-28,1400,,,
1306 STANFORD DR,,13004059,1,ZOA,TRESPASS WARNING,07U,2013-05-29,2013-05-29,1245,2013-05-29,1245,,,
SAN AMARO DR/ROBBIA AV,,13004099,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-30,2013-05-30,1321,2013-05-30,1321,,,
STANFORD DR/PONCE DE LEON BLVD,,13004130,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-31,2013-05-31,0830,2013-05-31,0830,,,
1241 DICKINSON DR,,13004146,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,2013-05-31,2013-05-31,1400,2013-05-31,1430,81,892858.31700000004,503002.52299999999
1241 DICKINSON DR,,13004146,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-31,2013-05-31,1400,2013-05-31,1430,81,892858.31700000004,503002.52299999999
5821 SAN AMARO DR,,13004163,1,ZOJ,BAKER / MARCHMAN ACT,07U,2013-06-01,2013-06-01,1311,2013-06-01,1315,,,
5665 PONCE DE LEON BLVD,,13004171,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-06-01,2013-05-31,2249,2013-05-31,2249,,,
5821 SAN AMARO DR,,13004183,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-06-02,2013-06-02,1115,2013-06-02,1300,,,
5501 SAN AMARO DR,,13004186,1,ZOA,TRESPASS WARNING,07U,2013-06-02,2013-06-02,1635,2013-06-02,1655,41,892819.9,504115.40600000002
1245 DAUER DR,,13004189,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-06-02,2013-06-02,1656,2013-06-02,1656,,,
1500 LEVANTE AV,BLK,13004229,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-04,2013-06-04,1554,2013-06-04,1554,,,
5665 PONCE DE LEON BLVD,,13004231,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-04,2013-06-04,1629,2013-06-04,1629,122,892871.05299999996,501865.95600000001
5665 PONCE DE LEON BLVD,,13004239,1,DIB,DISTURBANCE OTHER,07U,2013-06-04,2013-06-04,2120,2013-06-04,2120,,,
5250 UNIVERSITY DR,,13004266,1,PRC,PROPERTY DAMAGED,07U,2013-06-06,2013-06-06,0200,2013-06-06,0245,,,
1570 LIGURIA AV,,13004289,1,BUC,BURGLARY AND THEFT FROM CURTILAGE,07U,2013-06-06,2013-06-05,2300,2013-06-06,1400,104,891512.72,501942.45299999998
1570 LIGURIA AV,,13004289,2,TVE,THEFT OF BICYCLE,07U,2013-06-06,2013-06-05,2300,2013-06-06,1400,104,891512.72,501942.45299999998
PONCE DE LEON BLVD/STANFORD DR,,13004293,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-06,2013-06-06,2111,2013-06-06,2111,,,
1210 STANFORD DR,,13004337,1,VAC,VANDALISM TO PROPERTY,07U,2013-06-08,2013-06-08,0700,2013-06-08,1315,,,
SAN AMARO DR/MILLER DR,,13004377,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-10,2013-06-10,1036,2013-06-10,1036,,,
1241 DICKINSON DR,,13004392,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-06-10,2013-06-07,1530,2013-06-07,1800,,,
5665 PONCE DE LEON BLVD,,13004397,1,ZOA,TRESPASS WARNING,07U,2013-06-11,2013-06-11,1125,2013-06-11,1135,123,893056.50699999998,501950.05499999999
5501 SAN AMARO DR,,13004437,1,THK,THEFT OTHER,07U,2013-06-13,2013-06-09,1700,2013-06-11,1300,,,
1306 STANFORD DR,,13004439,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-06-13,2013-06-13,0953,2013-06-13,1003,,,
S ALHAMBRA CIR/PONCE DE LEON BLVD,,13004460,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-13,2013-06-13,1759,2013-06-13,1759,,,
5850 SAN AMARO DR,,13004519,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-06-15,2013-06-15,1730,2013-06-15,1731,454,892053.86,502322.64299999998
RED RD/SW 60TH ST,,13004541,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-16,2013-06-16,2134,2013-06-16,2134,,,
1111 MEMORIAL DR,,13004570,11,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-06-17,2013-06-17,1615,2013-06-17,1715,18,894105.66599999997,505505.27299999999
5665 PONCE DE LEON BLVD,,13004590,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-06-18,2013-06-18,1310,2013-06-18,1310,,,
1300 MEMORIAL DR,,13004618,1,PRB,PROPERTY LOST,07U,2013-06-19,2013-06-17,1609,2013-06-17,1630,,,
1300 MEMORIAL DR,,13004683,1,VAB,VANDALISM TO VEHICLE,07U,2013-06-21,2013-06-21,1040,2013-06-21,1120,447,893566.19200000004,505176.85200000001
1244 STANFORD DR,,13004694,1,ZOA,TRESPASS WARNING,07U,2013-06-22,2013-06-22,0825,2013-06-22,0829,,,
1500 BRESCIA AV,BLK,13004702,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,2013-06-22,2013-06-22,1925,2013-06-22,1925,,,
1540 LEVANTE AV,,13004710,1,VAA,VANDALISM TO STRUCTURE,07U,2013-06-23,2013-06-19,1400,2013-06-23,0740,,,
1585 ALBENGA AV,,13004713,1,THK,THEFT OTHER,07U,2013-06-23,2013-06-22,1930,2013-06-23,1025,107,891478.31499999994,502478.739
1290 CAMPO SANO AV,,13004722,1,PRB,PROPERTY LOST,07U,2013-06-23,2013-06-23,1820,2013-06-23,1925,,,
5100 BRUNSON DR,LC150-A,13004828,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-06-27,2013-06-20,1533,2013-06-22,1133,,,
5821 SAN AMARO DR,,13004850,1,TVF,THEFT OF OTHER VEHICLE,07U,2013-06-28,2013-06-19,1700,2013-06-20,0830,,,
1239 DICKINSON DR,,13004852,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2013-06-28,2013-06-21,0813,2013-06-28,0800,,,
5030 BRUNSON DR,,13004866,1,THK,THEFT OTHER,07U,2013-06-28,2013-06-27,0945,2013-06-27,1045,,,
MILLER DR/SAN AMARO DR,,13004868,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-28,2013-06-28,1416,2013-06-28,1416,,,
5501 SAN AMARO DR,,13004911,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-06-30,2013-06-30,1505,2013-06-30,1505,,,
1300 MEMORIAL DR,,13004963,1,PRB,PROPERTY LOST,07U,2013-07-02,2013-07-02,0900,2013-07-02,1000,,,
1241 DICKINSON DR,,13005010,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,2013-07-04,2013-07-04,2339,2013-07-04,2340,,,
1585 ALBENGA AV,,13005040,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-07-06,2013-07-06,1230,2013-07-06,1930,,,
1585 ALBENGA AV,,13005040,2,ZOA,TRESPASS WARNING,07U,2013-07-06,2013-07-06,1230,2013-07-06,1930,,,
1585 ALBENGA AV,,13005041,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-07-06,2013-07-05,1800,2013-07-06,1940,,,
1585 ALBENGA AV,,13005041,2,ZOA,TRESPASS WARNING,07U,2013-07-06,2013-07-05,1800,2013-07-06,1940,,,
1570 LIGURIA AV,,13005047,1,THK,THEFT OTHER,07U,2013-07-07,2013-07-05,1300,2013-07-06,1900,,,
1570 LIGURIA AV,,13005047,2,ZOA,TRESPASS WARNING,07U,2013-07-07,2013-07-05,1300,2013-07-06,1900,,,
1215 DICKINSON DR,,13005058,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-07-08,2013-07-08,0914,2013-07-08,0914,,,
1301 MEMORIAL DR,,13005164,1,TVE,THEFT OF BICYCLE,07U,2013-07-12,2013-07-08,0830,2013-07-08,1400,,,
1200 STANFORD DR,,13005172,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-07-12,2013-07-03,0800,2013-07-10,0800,,,
5665 PONCE DE LEON BLVD,,13005173,1,VEB,VEHICLE HIT & RUN,07U,2013-07-12,2013-07-12,1000,2013-07-12,1000,,,
STANFORD DR/PONCE DE LEON BLVD,,13005194,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-07-13,2013-07-13,0319,2013-07-13,0319,,,
1300 CAMPO SANO AV,,13005204,1,XOP,ORDINANCE VIOLATION,07U,2013-07-11,2013-07-11,0730,2013-07-11,0733,,,
1241 DICKINSON DR,,13005327,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,2013-07-18,2013-07-16,0600,2013-07-16,1700,,,
1241 DICKINSON DR,,13005327,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-07-18,2013-07-16,0600,2013-07-16,1700,,,
1245 DAUER DR,,13005332,1,ZOA,TRESPASS WARNING,07U,2013-07-18,2013-07-18,1815,2013-07-18,1815,,,
5500 SAN AMARO DR,,13005339,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,2013-07-19,2013-07-19,0800,2013-07-19,1000,,,
LEVANTE AV/STANFORD DR,,13005356,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-07-19,2013-07-19,2102,2013-07-19,2102,,,
5500 SAN AMARO DR,BLK,13005368,2,FRL,FRAUD OTHER JURISDICTION,07U,2013-07-20,2013-07-20,1145,2013-07-20,1215,,,
5500 SAN AMARO DR,BLK,13005368,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-07-20,2013-07-20,1145,2013-07-20,1215,,,
1245 DAUER DR,,13005374,1,THI,THEFT BY PICKPOCKET,07U,2013-07-20,2013-07-17,2000,2013-07-17,2305,,,
5185 PONCE DE LEON BLVD,,13005388,1,VAB,VANDALISM TO VEHICLE,07U,2013-07-21,2013-07-21,1850,2013-07-21,1850,,,
1560 LIGURIA AV,406,13005415,2,FDC,FD OTHER FIRE,07U,2013-07-28,2013-07-22,2101,2013-07-22,2101,,,
1560 LIGURIA AV,406,13005415,1,PRC,PROPERTY DAMAGED,07U,2013-07-28,2013-07-22,2101,2013-07-22,2101,,,
1231 DICKINSON DR,MT101,13005455,1,PRB,PROPERTY LOST,07U,2013-07-24,2013-06-03,1200,2013-07-19,0800,70,893261.76699999999,503552.82699999999
5665 PONCE DE LEON BLVD,,13005456,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-07-24,2013-07-24,1153,2013-07-24,1153,,,
1101 STANFORD DR,M233,13005498,1,BUA,BURGLARY RESIDENTIAL,07U,2013-07-25,2013-06-20,0800,2013-06-20,1730,,,
1101 STANFORD DR,M233,13005498,2,THM,THEFT FROM BURGLARY,07U,2013-07-25,2013-06-20,0800,2013-06-20,1730,,,
5665 PONCE DE LEON BLVD,,13005547,1,SCE,SIMPLE HARASSMENT,07U,2013-07-27,2013-07-27,0955,2013-07-27,0956,,,
5100 BRUNSON DR,305,13005550,1,FDD,FD SICK/INJURED PERSON,07U,2013-07-27,2013-07-27,1137,2013-07-27,1137,,,
1211 DICKINSON DR,,13005623,1,VAB,VANDALISM TO VEHICLE,07U,2013-07-30,2013-07-30,0830,2013-07-30,1330,,,
6200 SAN AMARO DR,,13005647,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-07-31,2013-07-26,1500,2013-07-31,1030,,,
1239 DICKINSON DR,700,13008329,1,AGA,AGGRAVATED ASSAULT,07U,2013-11-06,2013-11-05,2356,2013-11-05,2357,73,892981.07499999995,503526.10499999998
1311 MILLER DR,,13007365,1,AGD,AGGRAVATED BATTERY,07U,2013-10-03,2013-10-03,2040,2013-10-03,2045,32,893531.48600000003,504366.55300000001
1231 DICKINSON DR,,13008211,1,ANB,ANIMAL BITE / ATTACK,07U,2013-11-02,2013-11-02,1005,2013-11-02,1010,,,
1231 DICKINSON DR,,13008211,2,ANC,ANIMAL COMPLAINT,07U,2013-11-02,2013-11-02,1005,2013-11-02,1010,,,
1231 DICKINSON DR,PT910,13006647,1,BUA,BURGLARY RESIDENTIAL,07U,2013-09-07,2013-09-07,0000,2013-09-07,1030,71,893300.82700000005,503382.65600000002
5185 PONCE DE LEON BLVD,239,13007298,1,BUA,BURGLARY RESIDENTIAL,07U,2013-10-01,2013-09-28,1700,2013-09-30,2130,130,895341.32,504085.989
5185 PONCE DE LEON BLVD,PR703,13007377,1,BUA,BURGLARY RESIDENTIAL,07U,2013-10-04,2013-10-04,0230,2013-10-04,0840,130,895341.32,504085.989
1101 STANFORD DR,M537,13007431,1,BUA,BURGLARY RESIDENTIAL,07U,2013-10-06,2013-10-06,0900,2013-10-06,1515,129,895055.79700000002,504146.53700000001
1527 LIGURIA AV,UV4 #108,13008985,1,BUA,BURGLARY RESIDENTIAL,07U,2013-11-30,2013-11-30,1030,2013-11-30,1530,105,891500.13199999998,502206.99300000002
5800 SAN AMARO DR,BLK,13007587,2,DCA,DISORDERLY CONDUCT / FIGHTING,07U,2013-10-12,2013-10-12,0050,2013-10-12,0051,,,
1314 MILLER DR,,13009088,1,DIB,DISTURBANCE OTHER,07U,2013-12-04,2013-12-04,1930,2013-12-04,1935,,,
1570 LIGURIA AV,7-207A,13006666,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-09-08,2013-09-08,1600,2013-09-08,1715,104,891512.72,501942.45299999998
1231 DICKINSON DR,PT111,13007243,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-09-29,2013-09-29,0115,2013-09-29,0125,71,893300.82700000005,503382.65600000002
5185 PONCE DE LEON BLVD,502,13008351,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-11-06,2013-11-06,2337,2013-11-06,2337,128,895168.85600000003,504274.32299999997
1239 DICKINSON DR,RT518,13008629,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-11-16,2013-11-16,1620,2013-11-16,1625,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,R712,13009384,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-12-16,2013-12-16,1054,2013-12-16,1200,73,892981.07499999995,503526.10499999998
1239 DICKINSON DR,R712,13009384,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,07U,2013-12-16,2013-12-16,1054,2013-12-16,1200,73,892981.07499999995,503526.10499999998
1570 LIGURIA AV,7-207A,13006666,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-09-08,2013-09-08,1600,2013-09-08,1715,,,
1231 DICKINSON DR,PT111,13007243,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-09-29,2013-09-29,0115,2013-09-29,0125,,,
5185 PONCE DE LEON BLVD,502,13008351,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-11-06,2013-11-06,2337,2013-11-06,2337,,,
1239 DICKINSON DR,R712,13009384,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-12-16,2013-12-16,1054,2013-12-16,1200,73,892981.07499999995,503526.10499999998
1300 CAMPO SANO AV,BLK,13007047,2,FAL,FAMILY MISSING PERSON RECOVERY,07U,2013-09-21,2013-09-21,2017,2013-09-21,2019,,,
5501 SAN AMARO DR,,13007293,2,FAL,FAMILY MISSING PERSON RECOVERY,07U,2013-10-01,2013-10-01,0012,2013-10-01,0014,,,
1239 DICKINSON DR,,13007156,1,FDC,FD OTHER FIRE,07U,2013-09-25,2013-09-24,2244,2013-09-24,2244,,,
1251 MEMORIAL DR,REAR,13005883,1,FDD,FD SICK/INJURED PERSON,07U,2013-08-10,2013-08-10,1236,2013-08-10,1237,,,
1231 DICKINSON DR,,13006145,1,FDD,FD SICK/INJURED PERSON,07U,2013-08-21,2013-08-21,0715,2013-08-21,0715,,,
1231 DICKINSON DR,,13006206,2,FDD,FD SICK/INJURED PERSON,07U,2013-08-22,2013-08-22,2300,2013-08-22,2328,,,
1231 DICKINSON DR,PT 514,13006207,2,FDD,FD SICK/INJURED PERSON,07U,2013-08-22,2013-08-22,2100,2013-08-22,2300,,,
1239 DICKINSON DR,,13006514,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-03,2013-09-03,1043,2013-09-03,1049,76,892865.95600000001,503580.26199999999
1239 DICKINSON DR,,13006601,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-06,2013-09-05,2350,2013-09-05,2355,,,
1101 STANFORD DR,226,13006649,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-07,2013-09-07,1800,2013-09-07,1805,,,
1111 MEMORIAL DR,110,13006817,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-13,2013-09-13,1400,2013-09-13,1401,,,
5185 PONCE DE LEON BLVD,260,13006852,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-15,2013-09-15,0020,2013-09-15,0030,,,
1231 DICKINSON DR,,13007055,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-22,2013-09-22,0049,2013-09-22,0100,,,
6100 SAN AMARO DR,,13007223,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-28,2013-09-28,0050,2013-09-28,0100,,,
1231 DICKINSON DR,418PT,13007225,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-28,2013-09-28,0300,2013-09-28,0305,,,
1239 DICKINSON DR,WT1004,13007226,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-28,2013-09-28,0405,2013-09-28,0440,,,
1200 DICKINSON DR,BLK,13007227,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-28,2013-09-28,0440,2013-09-28,0441,,,
5401 PONCE DE LEON BLVD,,13007241,2,FDD,FD SICK/INJURED PERSON,07U,2013-09-29,2013-09-29,0050,2013-09-29,0051,,,
1244 STANFORD DR,,13007274,1,FDD,FD SICK/INJURED PERSON,07U,2013-09-30,2013-09-30,1215,2013-09-30,1215,,,
1241 DICKINSON DR,,13007321,1,FDD,FD SICK/INJURED PERSON,07U,2013-10-07,2013-10-01,1816,2013-10-01,1816,81,892858.31700000004,503002.52299999999
1211 DICKINSON DR,413,13007373,2,FDD,FD SICK/INJURED PERSON,07U,2013-10-04,2013-10-04,0330,2013-10-04,0400,,,
1560 LIGURIA AV,203,13007518,1,FDD,FD SICK/INJURED PERSON,07U,2013-10-09,2013-10-09,1842,2013-10-09,1844,,,
1252 MEMORIAL DR,112,13007894,1,FDD,FD SICK/INJURED PERSON,07U,2013-10-22,2013-10-22,1330,2013-10-22,1340,17,893876.15800000005,505263.125
1241 DICKINSON DR,,13007954,1,FDD,FD SICK/INJURED PERSON,07U,2013-10-23,2013-10-23,2050,2013-10-23,2050,,,
1245 DAUER DR,,13008387,2,FDD,FD SICK/INJURED PERSON,07U,2013-11-07,2013-11-07,1820,2013-11-07,1825,,,
1239 DICKINSON DR,WT616,13008391,2,FDD,FD SICK/INJURED PERSON,07U,2013-11-07,2013-11-07,2245,2013-11-07,2250,,,
1575 LIGURIA AV,202D,13008409,2,FDD,FD SICK/INJURED PERSON,07U,2013-11-08,2013-11-08,1305,2013-11-08,1403,,,
5100 BRUNSON DR,,13008414,1,FDD,FD SICK/INJURED PERSON,07U,2013-11-08,2013-11-08,1540,2013-11-08,1542,,,
5185 PONCE DE LEON BLVD,,13008434,2,FDD,FD SICK/INJURED PERSON,07U,2013-11-09,2013-11-09,0120,2013-11-09,0126,,,
6100 SAN AMARO DR,BLK,13008633,1,FDD,FD SICK/INJURED PERSON,07U,2013-11-17,2013-11-17,0200,2013-11-17,0200,,,
1241 DICKINSON DR,,13008997,1,FDD,FD SICK/INJURED PERSON,07U,2013-12-01,2013-12-01,1245,2013-12-01,1250,81,892858.31700000004,503002.52299999999
1231 DICKINSON DR,M319,13009005,1,FDD,FD SICK/INJURED PERSON,07U,2013-12-02,2013-12-02,0355,2013-12-02,0355,,,
1231 DICKINSON DR,,13009123,1,FDD,FD SICK/INJURED PERSON,07U,2013-12-06,2013-12-06,0305,2013-12-06,0310,,,
5500 SAN AMARO DR,BLK,13009337,2,FDD,FD SICK/INJURED PERSON,07U,2013-12-14,2013-12-14,0200,2013-12-14,0210,,,
1306 STANFORD DR,,13007454,1,FRB,FRAUD BY FALSE PRETENSE,07U,2013-10-07,2013-10-06,1410,2013-10-06,1410,,,
1306 STANFORD DR,,13006393,1,FRD,FRAUD BY CREDIT CARD / ATM,07U,2013-08-28,2013-08-28,1730,2013-08-28,1815,,,
1101 STANFORD DR,504,13008064,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,2013-10-28,2013-10-28,0100,2013-10-28,0900,129,895055.79700000002,504146.53700000001
1200 MEMORIAL DR,,13009438,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,2013-12-17,2013-12-12,0400,2013-12-12,0700,,,
1239 DICKINSON DR,RT518,13008629,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2013-11-16,2013-11-16,1620,2013-11-16,1625,,,
5665 PONCE DE LEON BLVD,,13005919,1,FRL,FRAUD OTHER JURISDICTION,07U,2013-08-12,2013-08-09,0349,2013-08-09,0800,,,
5185 PONCE DE LEON BLVD,,13006456,1,FRL,FRAUD OTHER JURISDICTION,07U,2013-08-30,2013-08-30,0001,2013-08-30,1916,,,
5100 BRUNSON DR,,13008612,2,FRL,FRAUD OTHER JURISDICTION,07U,2013-11-15,2013-11-15,1600,2013-11-15,1630,,,
1231 DICKINSON DR,MT617,13006259,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-24,2013-08-24,2040,2013-08-24,2045,,,
1101 STANFORD DR,724,13006275,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-25,2013-08-25,2115,2013-08-25,2135,,,
1231 DICKINSON DR,MT 610,13006315,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-27,2013-08-27,0043,2013-08-27,0059,,,
1239 DICKINSON DR,,13006324,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-27,2013-08-27,0930,2013-08-27,0930,76,892865.95600000001,503580.26199999999
1570 LIGURIA AV,207,13006382,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-28,2013-08-28,1618,2013-08-28,1620,,,
1239 DICKINSON DR,RT506,13006395,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-28,2013-08-28,2230,2013-08-28,2240,,,
1525 ALBENGA AV,4-208,13006426,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-08-29,2013-08-29,1935,2013-08-29,1945,,,
1231 DICKINSON DR,MT810,13006566,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-09-04,2013-09-04,2230,2013-09-04,2245,,,
1231 DICKINSON DR,MT416,13006599,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-09-06,2013-09-05,2225,2013-09-05,2249,76,892865.95600000001,503580.26199999999
1239 DICKINSON DR,WT1009,13006602,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-09-06,2013-09-06,0015,2013-09-06,0025,,,
1570 LIGURIA AV,7-207A,13006666,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-09-08,2013-09-08,1600,2013-09-08,1715,,,
