ADDRESS,Apt,Caee,Primary Offense,Off_Code,Offense,tract,repdate,date_rept,date_occu,hour_occu,dow1,date_fnd,hour_fnd,,,,,
1239 DICKINSON DR,R712,13009384,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,,12/16/13,,12/16/13,1054,12/16/13,1200,73,892981.07499999995,503526.10499999998,,
1300 CAMPO SANO AV,BLK,13007047,2,FAL,FAMILY MISSING PERSON RECOVERY,07U,,09/21/13,,09/21/13,2017,09/21/13,2019,,,,,
5501 SAN AMARO DR,,13007293,2,FAL,FAMILY MISSING PERSON RECOVERY,07U,,10/01/13,,10/01/13,0012,10/01/13,0014,,,,,
1239 DICKINSON DR,,13007156,1,FDC,FD OTHER FIRE,07U,,09/25/13,,09/24/13,2244,09/24/13,2244,,,,,
1251 MEMORIAL DR,REAR,13005883,1,FDD,FD SICK/INJURED PERSON,07U,,08/10/13,,08/10/13,1236,08/10/13,1237,,,,,
1231 DICKINSON DR,,13006145,1,FDD,FD SICK/INJURED PERSON,07U,,08/21/13,,08/21/13,0715,08/21/13,0715,,,,,
1231 DICKINSON DR,,13006206,2,FDD,FD SICK/INJURED PERSON,07U,,08/22/13,,08/22/13,2300,08/22/13,2328,,,,,
1231 DICKINSON DR,PT 514,13006207,2,FDD,FD SICK/INJURED PERSON,07U,,08/22/13,,08/22/13,2100,08/22/13,2300,,,,,
1239 DICKINSON DR,,13006514,1,FDD,FD SICK/INJURED PERSON,07U,,09/03/13,,09/03/13,1043,09/03/13,1049,76,892865.95600000001,503580.26199999999,,
1239 DICKINSON DR,,13006601,2,FDD,FD SICK/INJURED PERSON,07U,,09/06/13,,09/05/13,2350,09/05/13,2355,,,,,
1101 STANFORD DR,226,13006649,1,FDD,FD SICK/INJURED PERSON,07U,,09/07/13,,09/07/13,1800,09/07/13,1805,,,,,
1111 MEMORIAL DR,110,13006817,1,FDD,FD SICK/INJURED PERSON,07U,,09/13/13,,09/13/13,1400,09/13/13,1401,,,,,
5185 PONCE DE LEON BLVD,260,13006852,1,FDD,FD SICK/INJURED PERSON,07U,,09/15/13,,09/15/13,0020,09/15/13,0030,,,,,
1231 DICKINSON DR,,13007055,2,FDD,FD SICK/INJURED PERSON,07U,,09/22/13,,09/22/13,0049,09/22/13,0100,,,,,
6100 SAN AMARO DR,,13007223,2,FDD,FD SICK/INJURED PERSON,07U,,09/28/13,,09/28/13,0050,09/28/13,0100,,,,,
1231 DICKINSON DR,418PT,13007225,2,FDD,FD SICK/INJURED PERSON,07U,,09/28/13,,09/28/13,0300,09/28/13,0305,,,,,
1239 DICKINSON DR,WT1004,13007226,2,FDD,FD SICK/INJURED PERSON,07U,,09/28/13,,09/28/13,0405,09/28/13,0440,,,,,
1200 DICKINSON DR,BLK,13007227,1,FDD,FD SICK/INJURED PERSON,07U,,09/28/13,,09/28/13,0440,09/28/13,0441,,,,,
5401 PONCE DE LEON BLVD,,13007241,2,FDD,FD SICK/INJURED PERSON,07U,,09/29/13,,09/29/13,0050,09/29/13,0051,,,,,
1244 STANFORD DR,,13007274,1,FDD,FD SICK/INJURED PERSON,07U,,09/30/13,,09/30/13,1215,09/30/13,1215,,,,,
1241 DICKINSON DR,,13007321,1,FDD,FD SICK/INJURED PERSON,07U,,10/07/13,,10/01/13,1816,10/01/13,1816,81,892858.31700000004,503002.52299999999,,
1211 DICKINSON DR,413,13007373,2,FDD,FD SICK/INJURED PERSON,07U,,10/04/13,,10/04/13,0330,10/04/13,0400,,,,,
1560 LIGURIA AV,203,13007518,1,FDD,FD SICK/INJURED PERSON,07U,,10/09/13,,10/09/13,1842,10/09/13,1844,,,,,
1252 MEMORIAL DR,112,13007894,1,FDD,FD SICK/INJURED PERSON,07U,,10/22/13,,10/22/13,1330,10/22/13,1340,17,893876.15800000005,505263.125,,
1241 DICKINSON DR,,13007954,1,FDD,FD SICK/INJURED PERSON,07U,,10/23/13,,10/23/13,2050,10/23/13,2050,,,,,
1245 DAUER DR,,13008387,2,FDD,FD SICK/INJURED PERSON,07U,,11/07/13,,11/07/13,1820,11/07/13,1825,,,,,
1239 DICKINSON DR,WT616,13008391,2,FDD,FD SICK/INJURED PERSON,07U,,11/07/13,,11/07/13,2245,11/07/13,2250,,,,,
1575 LIGURIA AV,202D,13008409,2,FDD,FD SICK/INJURED PERSON,07U,,11/08/13,,11/08/13,1305,11/08/13,1403,,,,,
5100 BRUNSON DR,,13008414,1,FDD,FD SICK/INJURED PERSON,07U,,11/08/13,,11/08/13,1540,11/08/13,1542,,,,,
5185 PONCE DE LEON BLVD,,13008434,2,FDD,FD SICK/INJURED PERSON,07U,,11/09/13,,11/09/13,0120,11/09/13,0126,,,,,
6100 SAN AMARO DR,BLK,13008633,1,FDD,FD SICK/INJURED PERSON,07U,,11/17/13,,11/17/13,0200,11/17/13,0200,,,,,
1241 DICKINSON DR,,13008997,1,FDD,FD SICK/INJURED PERSON,07U,,12/01/13,,12/01/13,1245,12/01/13,1250,81,892858.31700000004,503002.52299999999,,
1231 DICKINSON DR,M319,13009005,1,FDD,FD SICK/INJURED PERSON,07U,,12/02/13,,12/02/13,0355,12/02/13,0355,,,,,
1231 DICKINSON DR,,13009123,1,FDD,FD SICK/INJURED PERSON,07U,,12/06/13,,12/06/13,0305,12/06/13,0310,,,,,
5500 SAN AMARO DR,BLK,13009337,2,FDD,FD SICK/INJURED PERSON,07U,,12/14/13,,12/14/13,0200,12/14/13,0210,,,,,
1306 STANFORD DR,,13007454,1,FRB,FRAUD BY FALSE PRETENSE,07U,,10/07/13,,10/06/13,1410,10/06/13,1410,,,,,
1306 STANFORD DR,,13006393,1,FRD,FRAUD BY CREDIT CARD / ATM,07U,,08/28/13,,08/28/13,1730,08/28/13,1815,,,,,
1101 STANFORD DR,504,13008064,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,,10/28/13,,10/28/13,0100,10/28/13,0900,129,895055.79700000002,504146.53700000001,,
1200 MEMORIAL DR,,13009438,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,,12/17/13,,12/12/13,0400,12/12/13,0700,,,,,
1239 DICKINSON DR,RT518,13008629,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,,11/16/13,,11/16/13,1620,11/16/13,1625,,,,,
5665 PONCE DE LEON BLVD,,13005919,1,FRL,FRAUD OTHER JURISDICTION,07U,,08/12/13,,08/09/13,0349,08/09/13,0800,,,,,
5185 PONCE DE LEON BLVD,,13006456,1,FRL,FRAUD OTHER JURISDICTION,07U,,08/30/13,,08/30/13,0001,08/30/13,1916,,,,,
5100 BRUNSON DR,,13008612,2,FRL,FRAUD OTHER JURISDICTION,07U,,11/15/13,,11/15/13,1600,11/15/13,1630,,,,,
1231 DICKINSON DR,MT617,13006259,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/24/13,,08/24/13,2040,08/24/13,2045,,,,,
1101 STANFORD DR,724,13006275,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/25/13,,08/25/13,2115,08/25/13,2135,,,,,
1231 DICKINSON DR,MT 610,13006315,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/27/13,,08/27/13,0043,08/27/13,0059,,,,,
1239 DICKINSON DR,,13006324,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/27/13,,08/27/13,0930,08/27/13,0930,76,892865.95600000001,503580.26199999999,,
1570 LIGURIA AV,207,13006382,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/28/13,,08/28/13,1618,08/28/13,1620,,,,,
1239 DICKINSON DR,RT506,13006395,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/28/13,,08/28/13,2230,08/28/13,2240,,,,,
1525 ALBENGA AV,4-208,13006426,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/29/13,,08/29/13,1935,08/29/13,1945,,,,,
1231 DICKINSON DR,MT810,13006566,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/04/13,,09/04/13,2230,09/04/13,2245,,,,,
1231 DICKINSON DR,MT416,13006599,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/06/13,,09/05/13,2225,09/05/13,2249,76,892865.95600000001,503580.26199999999,,
1239 DICKINSON DR,WT1009,13006602,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/06/13,,09/06/13,0015,09/06/13,0025,,,,,
1570 LIGURIA AV,7-207A,13006666,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/08/13,,09/08/13,1600,09/08/13,1715,,,,,
1239 DICKINSON DR,WT206,13006767,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/11/13,,09/11/13,2220,09/11/13,2225,,,,,
5665 PONCE DE LEON BLVD,,13006772,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/12/13,,09/12/13,1045,09/12/13,1046,,,,,
1231 STANFORD DR,,13006810,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/13/13,,09/13/13,1055,09/13/13,1104,,,,,
1239 DICKINSON DR,,13006837,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/14/13,,09/14/13,0000,09/14/13,0020,,,,,
5665 PONCE DE LEON BLVD,,13006893,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/16/13,,09/16/13,1700,09/16/13,2000,,,,,
1231 DICKINSON DR,PT 321,13006954,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/18/13,,09/18/13,2145,09/18/13,2159,,,,,
1231 DICKINSON DR,,13006956,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/19/13,,09/18/13,2345,09/18/13,2359,,,,,
1101 STANFORD DR,,13006992,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/20/13,,09/20/13,0130,09/20/13,0146,,,,,
1251 MEMORIAL DR,,13007074,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/23/13,,09/23/13,0930,09/23/13,0930,,,,,
1231 DICKINSON DR,PT111,13007243,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/29/13,,09/29/13,0115,09/29/13,0125,,,,,
1244 DICKINSON DR,,13007303,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/01/13,,10/01/13,1100,10/01/13,1135,637,895021.90500000003,504664.266,,
5185 PONCE DE LEON BLVD,PRC 412,13007467,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/08/13,,10/07/13,2206,10/07/13,2206,,,,,
1216 DICKINSON DR,,13007585,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/12/13,,10/11/13,2253,10/11/13,2253,,,,,
5665 PONCE DE LEON BLVD,,13007661,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/14/13,,10/14/13,1627,10/14/13,1627,123,893056.50699999998,501950.05499999999,,
1306 STANFORD DR,,13007732,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/16/13,,10/15/13,1500,10/16/13,1530,,,,,
1570 LIGURIA AV,302D,13007799,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/18/13,,10/18/13,1508,10/18/13,1508,,,,,
1231 DICKINSON DR,MT613,13007830,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/19/13,,10/19/13,2300,10/19/13,2305,,,,,
1239 DICKINSON DR,WT403,13008003,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/26/13,,10/25/13,2300,10/25/13,2305,,,,,
1211 DICKINSON DR,,13008017,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/26/13,,10/26/13,1125,10/26/13,1130,,,,,
1204 DICKINSON DR,,13008053,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/28/13,,10/28/13,0745,10/28/13,0800,61,893997.68799999997,503562.033,,
1101 STANFORD DR,504,13008078,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,10/28/13,,10/28/13,1631,10/28/13,1631,,,,,
1211 DICKINSON DR,372,13008247,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/03/13,,11/03/13,1514,11/03/13,1514,,,,,
1306 STANFORD DR,,13008305,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/05/13,,11/05/13,1557,11/05/13,1557,883,894044.60699999996,504443.06599999999,,
5150 BRUNSON DR,187,13008313,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/06/13,,11/06/13,0100,11/06/13,0101,,,,,
5185 PONCE DE LEON BLVD,502,13008351,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/06/13,,11/06/13,2337,11/06/13,2337,,,,,
1239 DICKINSON DR,RT 605,13008386,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/07/13,,11/07/13,2020,11/07/13,2030,,,,,
1239 DICKINSON DR,WT609,13008403,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/08/13,,11/08/13,1330,11/08/13,1331,74,892974.25199999998,503706.15500000003,,
5185 PONCE DE LEON BLVD,756,13008421,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/08/13,,11/08/13,1735,11/08/13,1738,,,,,
5185 PONCE DE LEON BLVD,207,13008455,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/10/13,,11/10/13,1401,11/10/13,1401,,,,,
5185 PONCE DE LEON BLVD,P237,13008456,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/10/13,,11/10/13,1605,11/10/13,1645,130,895341.32,504085.989,,
1231 DICKINSON DR,PT708,13008478,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/12/13,,11/11/13,1819,11/11/13,1825,71,893300.82700000005,503382.65600000002,,
1239 STANFORD DR,905,13008504,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/12/13,,11/12/13,2217,11/12/13,2217,,,,,
5185 PONCE DE LEON BLVD,,13008532,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/14/13,,11/14/13,0010,11/14/13,0015,,,,,
1231 DICKINSON DR,MT718,13008568,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/15/13,,11/15/13,0100,11/15/13,0200,,,,,
5185 PONCE DE LEON BLVD,216,13008611,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/15/13,,11/15/13,2045,11/15/13,2055,,,,,
1239 DICKINSON DR,RT518,13008629,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/16/13,,11/16/13,1620,11/16/13,1625,,,,,
1211 DICKINSON DR,433,13008657,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/17/13,,11/17/13,2030,11/17/13,2030,,,,,
5801 SAN AMARO DR,,13008660,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/18/13,,11/18/13,0751,11/18/13,0805,,,,,
1231 DICKINSON DR,MT1205,13008717,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/19/13,,11/19/13,2241,11/19/13,2246,,,,,
1231 DICKINSON DR,,13008753,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/20/13,,11/20/13,2044,11/20/13,2045,,,,,
1231 DICKINSON DR,PT319,13008786,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/22/13,,11/22/13,0200,11/22/13,0205,,,,,
1300 STANFORD DR,,13008840,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/23/13,,11/23/13,1500,11/23/13,1507,,,,,
1101 STANFORD DR,648,13008916,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/27/13,,11/26/13,2315,11/26/13,2340,,,,,
1211 DICKINSON DR,317,13009011,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/02/13,,11/25/13,1200,11/30/13,1200,67,893671.82799999998,503718.77100000001,,
1239 DICKINSON DR,R712,13009029,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/03/13,,12/03/13,0045,12/03/13,0130,,,,,
1500 ALBENGA AV,,13009220,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/10/13,,12/10/13,0035,12/10/13,0035,,,,,
1300 MEMORIAL DR,,13009252,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/11/13,,12/11/13,0630,12/11/13,0630,,,,,
5100 PISANO AV,140,13009330,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/13/13,,12/13/13,2215,12/13/13,2215,,,,,
1200 MEMORIAL DR,,13009438,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/17/13,,12/12/13,0400,12/12/13,0700,,,,,
1241 DICKINSON DR,,13009535,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/20/13,,12/20/13,0900,12/20/13,1747,,,,,
1239 DICKINSON DR,WT 1006,13009578,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/23/13,,12/23/13,0954,12/23/13,0954,,,,,
1215 DICKINSON DR,,13009584,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/23/13,,12/22/13,1020,12/22/13,1025,162,893506.19099999999,503461.01699999999,,
5202 UNIVERSITY DR,,13006313,1,PRB,PROPERTY LOST,07U,,08/26/13,,08/26/13,1400,08/26/13,1500,,,,,
1239 DICKINSON DR,,13006350,1,PRB,PROPERTY LOST,07U,,08/27/13,,08/27/13,1730,08/27/13,1800,,,,,
1300 STANFORD DR,,13006368,1,PRB,PROPERTY LOST,07U,,08/28/13,,08/27/13,1400,08/27/13,1415,,,,,
1306 STANFORD DR,,13006393,2,PRB,PROPERTY LOST,07U,,08/28/13,,08/28/13,1730,08/28/13,1815,,,,,
1211 DICKINSON DR,,13006480,1,PRB,PROPERTY LOST,07U,,09/01/13,,08/31/13,2100,08/31/13,2200,,,,,
1239 DICKINSON DR,,13006535,1,PRB,PROPERTY LOST,07U,,09/03/13,,09/03/13,0130,09/03/13,2000,,,,,
5665 PONCE DE LEON BLVD,,13006597,1,PRB,PROPERTY LOST,07U,,09/05/13,,09/04/13,1940,09/04/13,2200,,,,,
5185 PONCE DE LEON BLVD,MT517,13006622,1,PRB,PROPERTY LOST,07U,,09/06/13,,09/06/13,0910,09/06/13,1556,129,895055.79700000002,504146.53700000001,,
1306 STANFORD DR,,13006830,1,PRB,PROPERTY LOST,07U,,09/13/13,,09/13/13,0800,09/13/13,1100,,,,,
1111 MEMORIAL DR,,13006847,1,PRB,PROPERTY LOST,07U,,09/14/13,,09/14/13,1800,09/14/13,1925,,,,,
1330 MILLER DR,,13006908,1,PRB,PROPERTY LOST,07U,,09/17/13,,09/17/13,1000,09/17/13,1215,302,893547.69200000004,504514.42099999997,,
1300 MEMORIAL DR,,13006939,1,PRB,PROPERTY LOST,07U,,09/18/13,,09/18/13,1226,09/18/13,1227,,,,,
1239 DICKINSON DR,RT712,13006953,1,PRB,PROPERTY LOST,07U,,09/18/13,,09/18/13,1530,09/18/13,1700,73,892981.07499999995,503526.10499999998,,
1500 ALBENGA AV,,13007014,1,PRB,PROPERTY LOST,07U,,09/20/13,,09/13/13,0930,09/13/13,0935,,,,,
5150 BRUNSON DR,,13007342,1,PRB,PROPERTY LOST,07U,,10/02/13,,10/01/13,1400,10/01/13,1500,,,,,
5665 PONCE DE LEON BLVD,,13007514,1,PRB,PROPERTY LOST,07U,,10/09/13,,10/05/13,1900,10/09/13,1630,,,,,
1101 STANFORD DR,243,13007778,1,PRB,PROPERTY LOST,07U,,10/17/13,,10/16/13,1315,10/16/13,1630,,,,,
1300 MEMORIAL DR,,13007903,1,PRB,PROPERTY LOST,07U,,10/22/13,,10/22/13,1335,10/22/13,1350,16,893634.74199999997,505003.36800000002,,
5100 BRUNSON DR,1051,13007941,1,PRB,PROPERTY LOST,07U,,10/23/13,,10/23/13,1425,10/23/13,1440,,,,,
1215 DICKINSON DR,,13008239,1,PRB,PROPERTY LOST,07U,,11/03/13,,11/02/13,2100,11/02/13,2200,,,,,
5400 PONCE DE LEON BLVD,BLK,13008250,1,PRB,PROPERTY LOST,07U,,11/03/13,,11/03/13,0200,11/03/13,1700,,,,,
5250 UNIVERSITY DR,,13008274,1,PRB,PROPERTY LOST,07U,,11/04/13,,11/04/13,1430,11/04/13,1730,,,,,
5100 BRUNSON DR,,13008303,1,PRB,PROPERTY LOST,07U,,11/05/13,,11/04/13,0900,11/04/13,1200,,,,,
1239 DICKINSON DR,,13008424,1,PRB,PROPERTY LOST,07U,,11/08/13,,11/08/13,1200,11/08/13,1300,,,,,
1245 DAUER DR,,13008429,1,PRB,PROPERTY LOST,07U,,11/08/13,,11/08/13,2220,11/08/13,2221,,,,,
1239 DICKINSON DR,,13008436,1,PRB,PROPERTY LOST,07U,,11/09/13,,11/09/13,0615,11/09/13,0715,,,,,
5665 PONCE DE LEON BLVD,,13008522,1,PRB,PROPERTY LOST,07U,,11/13/13,,11/13/13,0900,11/13/13,1100,,,,,
5665 PONCE DE LEON BLVD,,13008701,1,PRB,PROPERTY LOST,07U,,11/19/13,,11/19/13,0900,11/19/13,0910,123,893056.50699999998,501950.05499999999,,
1100 STANFORD DR,,13008775,1,PRB,PROPERTY LOST,07U,,11/21/13,,11/21/13,1500,11/21/13,1530,,,,,
1241 DICKINSON DR,,13009018,1,PRB,PROPERTY LOST,07U,,12/02/13,,11/27/13,1300,11/27/13,1900,,,,,
5185 PONCE DE LEON BLVD,,13009205,1,PRB,PROPERTY LOST,07U,,12/09/13,,12/08/13,0200,12/08/13,0230,128,895168.85600000003,504274.32299999997,,
1251 MEMORIAL DR,,13009265,1,PRB,PROPERTY LOST,07U,,12/11/13,,12/11/13,1800,12/11/13,1900,,,,,
1239 DICKINSON DR,,13009352,1,PRB,PROPERTY LOST,07U,,12/14/13,,12/13/13,1700,12/13/13,1730,,,,,
5821 SAN AMARO DR,248B,13009491,1,PRB,PROPERTY LOST,07U,,12/19/13,,08/01/13,0000,12/19/13,1422,,,,,
1535 LEVANTE AV,,13009533,1,PRB,PROPERTY LOST,07U,,12/20/13,,12/20/13,0830,12/20/13,1530,,,,,
1228 DICKINSON DR,,13005752,1,PRC,PROPERTY DAMAGED,07U,,08/06/13,,08/06/13,0519,08/06/13,0521,,,,,
1300 MEMORIAL DR,,13005968,1,PRC,PROPERTY DAMAGED,07U,,08/14/13,,08/14/13,1050,08/14/13,1057,,,,,
1241 DICKINSON DR,,13006031,1,PRC,PROPERTY DAMAGED,07U,,08/16/13,,08/16/13,1153,08/16/13,1153,,,,,
1525 ALBENGA AV,,13007287,1,PRC,PROPERTY DAMAGED,07U,,09/30/13,,09/29/13,1800,09/30/13,0900,,,,,
1306 STANFORD DR,,13007381,1,PRC,PROPERTY DAMAGED,07U,,10/04/13,,10/04/13,0600,10/04/13,0816,,,,,
1231 DICKINSON DR,MT512,13007398,2,PRC,PROPERTY DAMAGED,07U,,10/05/13,,10/05/13,0500,10/05/13,0505,,,,,
1500 SCODELLA AV,,13008412,1,PRC,PROPERTY DAMAGED,07U,,11/08/13,,11/08/13,1510,11/08/13,1510,,,,,
1225 DICKINSON DR,126,13008956,1,PRC,PROPERTY DAMAGED,07U,,11/28/13,,11/28/13,0001,11/28/13,1601,,,,,
1231 DICKINSON DR,,13009057,1,PRC,PROPERTY DAMAGED,07U,,12/03/13,,12/03/13,2035,12/03/13,2036,,,,,
5400 SAN AMARO DR,BLK,13008299,1,ROD,ROBBERY STRONGARM,07U,,11/05/13,,11/05/13,1414,11/05/13,1415,844,892561.27599999995,503955.65500000003,,
1231 DICKINSON DR,PT1007,13006262,1,SCA,SIMPLE BATTERY,07U,,08/25/13,,08/24/13,2100,08/24/13,2135,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,,13006265,1,SCA,SIMPLE BATTERY,07U,,08/25/13,,08/24/13,2240,08/24/13,2245,71,893300.82700000005,503382.65600000002,,
5800 SAN AMARO DR,BLK,13007587,1,SCA,SIMPLE BATTERY,07U,,10/12/13,,10/12/13,0050,10/12/13,0051,,,,,
1241 DICKINSON DR,,13008130,1,SCA,SIMPLE BATTERY,07U,,10/30/13,,10/30/13,1830,10/30/13,1841,,,,,
1245 DAUER DR,,13008224,1,SCA,SIMPLE BATTERY,07U,,11/03/13,,11/02/13,2226,11/02/13,2251,,,,,
5600 MERRICK DR,,13007311,1,SCB,SIMPLE ASSAULT / THREATS,07U,,10/01/13,,10/01/13,1347,10/01/13,1347,,,,,
5665 PONCE DE LEON BLVD,,13007405,1,SCB,SIMPLE ASSAULT / THREATS,07U,,10/05/13,,10/04/13,2200,10/05/13,0600,,,,,
5821 SAN AMARO DR,,13008743,1,SCD,SIMPLE STALKING,07U,,11/20/13,,10/24/13,1932,11/20/13,1237,,,,,
5665 PONCE DE LEON BLVD,,13006883,1,SCE,SIMPLE HARASSMENT,07U,,09/16/13,,08/22/13,0000,09/16/13,1534,,,,,
5665 PONCE DE LEON BLVD,,13007248,1,SCE,SIMPLE HARASSMENT,07U,,09/26/13,,09/26/13,0200,09/26/13,0514,123,893056.50699999998,501950.05499999999,,
5665 PONCE DE LEON BLVD,,13007268,1,SCE,SIMPLE HARASSMENT,07U,,09/30/13,,09/29/13,1845,09/29/13,1845,,,,,
1252 MEMORIAL DR,,13008437,1,SCE,SIMPLE HARASSMENT,07U,,11/09/13,,11/09/13,1015,11/09/13,1024,,,,,
5821 SAN AMARO DR,,13008743,2,SCE,SIMPLE HARASSMENT,07U,,11/20/13,,10/24/13,1932,11/20/13,1237,,,,,
5501 SAN AMARO DR,,13009098,1,SCE,SIMPLE HARASSMENT,07U,,12/05/13,,12/04/13,1019,12/04/13,1020,,,,,
1211 DICKINSON DR,,13006871,1,STC,STOLEN PROPERTY RECOVERY,07U,,09/16/13,,09/16/13,1010,09/16/13,1010,,,,,
1565 LIGURIA AV,,13009392,1,SXF,SEXUAL LEWD / LASCIVIOUS ACT,07U,,12/16/13,,12/16/13,1420,12/16/13,1420,290,891464.71799999999,502081.93099999998,,
5185 PONCE DE LEON BLVD,,13007197,1,SXJ,SEXUAL RAPE,07U,,09/26/13,,09/25/13,1700,09/25/13,1701,130,895341.32,504085.989,,
1111 MEMORIAL DR,,13009429,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,,12/17/13,,12/17/13,1500,12/17/13,1500,682,894123.52300000004,505833.62300000002,,
5615 PAVIA ST,,13006109,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,,08/19/13,,06/20/13,1800,08/10/13,1753,54,894485.30200000003,503768.17499999999,,
5665 PONCE DE LEON BLVD,,13006704,1,THC,THEFT FROM MOTOR VEHICLE,07U,,09/10/13,,09/06/13,1030,09/06/13,1600,122,892871.05299999996,501865.95600000001,,
1111 MEMORIAL DR,,13006986,1,THC,THEFT FROM MOTOR VEHICLE,07U,,09/19/13,,09/19/13,0759,09/19/13,1030,683,894207.348,505740.52500000002,,
1203 WALSH AV,,13007086,1,THC,THEFT FROM MOTOR VEHICLE,07U,,09/23/13,,09/12/13,0830,09/12/13,1400,58,894141.21200000006,503428.23700000002,,
5100 BRUNSON DR,,13007689,1,THC,THEFT FROM MOTOR VEHICLE,07U,,10/15/13,,10/09/13,0830,10/09/13,1430,767,894796.68500000006,505624.261,,
1244 STANFORD DR,,13007792,1,THC,THEFT FROM MOTOR VEHICLE,07U,,10/18/13,,10/18/13,0600,10/18/13,1230,637,895021.90500000003,504664.266,,
1290 CAMPO SANO AV,,13008261,1,THC,THEFT FROM MOTOR VEHICLE,07U,,11/04/13,,11/04/13,1200,11/04/13,1230,677,893781.82200000004,506189.717,,
1552 BRESCIA AV,,13008670,1,THC,THEFT FROM MOTOR VEHICLE,07U,,11/18/13,,11/14/13,0950,11/17/13,2000,190,891434.85499999998,501421.20500000002,,
1535 LEVANTE AV,,13009189,1,THC,THEFT FROM MOTOR VEHICLE,07U,,12/08/13,,12/08/13,1800,12/08/13,1945,239,891859.51399999997,501341.77299999999,,
