address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1111 MEMORIAL DR,RM 203,12005547,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-07-19,2012-07-19,1330,2012-07-16,0730,18,894105.66599999997,505505.27299999999
1241 DICKINSON DR,101,12005560,1,TVE,THEFT OF BICYCLE,2012-07-19,2012-07-19,1900,2012-07-19,1900,70,893261.76699999999,503552.82699999999
5100 BRUNSON DR,,12005583,1,ZOE,SUSPICIOUS INCIDENT,2012-07-20,2012-07-20,1215,2012-07-20,1219,21,894413.07900000003,505459.51
1200 DICKINSON DR,,12005620,1,THK,THEFT OTHER,2012-07-22,2012-07-22,1800,2012-07-22,1830,866,893311.804,503288.81800000003
1211 DICKINSON DR,445,12005794,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-07-28,2012-07-28,2200,2012-07-26,2300,67,893671.82799999998,503718.77100000001
1560 LIGURIA AV,302D,12005909,1,ZOE,SUSPICIOUS INCIDENT,2012-08-01,2012-08-01,2015,2012-08-01,2015,103,891566.97100000002,501944.41700000002
801 SAINT GILES TERR,,12006017,1,SCE,SIMPLE HARASSMENT,2012-08-06,2012-08-06,1232,2012-08-06,1253,67,893671.82799999998,503718.77100000001
1301 MEMORIAL DR,,12006093,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-09,2012-08-09,1530,2012-08-09,0700,7,893366.68200000003,505369.12400000001
1101 STANFORD DR,614,12006129,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-10,2012-08-10,1020,2012-08-10,1530,131,895221.08200000005,503966.17599999998
1241 DICKINSON DR,,12006186,1,ZOD,INCIDENT REPORT,2012-08-12,2012-08-12,0830,2012-08-10,1700,250,893858.34400000004,503792.57199999999
5030 BRUNSON DR,334,12006241,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-14,2012-08-14,1700,2012-08-09,1700,17,893876.15800000005,505263.125
1239 DICKINSON DR,WT 1213,12006243,1,PRB,PROPERTY LOST,2012-08-14,2012-08-14,2145,2012-08-13,1000,74,892974.25199999998,503706.15500000003
5501 SAN AMARO DR,,12006255,1,ALA,ALCOHOL JUVENILE VIOLATION,2012-08-15,2012-08-15,0725,2012-08-15,0728,35,893129.473,504239.35800000001
5501 SAN AMARO DR,,12006255,2,PRA,PROPERTY FOUND IMPOUNDED,2012-08-15,2012-08-15,0725,2012-08-15,0728,35,893129.473,504239.35800000001
1231 DICKINSON DR,M512,12006274,1,VAA,VANDALISM TO STRUCTURE,2012-08-15,2012-08-15,1835,2012-08-15,1835,70,893261.76699999999,503552.82699999999
1252 MEMORIAL DR,,12006279,1,ZOD,INCIDENT REPORT,2012-08-15,2012-08-15,0806,2012-08-15,1800,17,893876.15800000005,505263.125
1231 DICKINSON DR,PT 1201,12006301,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-16,2012-08-16,1300,2012-08-16,1550,71,893300.82700000005,503382.65600000002
1306 STANFORD DR,201,12006303,1,SCA,SIMPLE BATTERY,2012-08-17,2012-08-17,1655,2012-08-16,1730,897,893975.39899999998,504486.64500000002
1231 DICKINSON DR,,12006307,1,ZOM,INTOXICATED PERSON,2012-08-17,2012-08-17,1130,2012-08-17,0147,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,MT1104,12006343,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-18,2012-08-18,2220,2012-08-17,2315,70,893261.76699999999,503552.82699999999
1239 DICKINSON DR,,12006345,1,ZOM,INTOXICATED PERSON,2012-08-18,2012-08-18,0145,2012-08-18,0146,74,892974.25199999998,503706.15500000003
5185 PONCE DE LEON BLVD,224,12006370,2,FDD,FD SICK INJURED PERSON,2012-08-18,2012-08-18,2100,2012-08-18,2300,130,895341.32,504085.989
5185 PONCE DE LEON BLVD,224,12006370,1,ZOM,INTOXICATED PERSON,2012-08-18,2012-08-18,2100,2012-08-18,2300,130,895341.32,504085.989
1231 DICKINSON DR,,12006371,2,FDD,FD SICK INJURED PERSON,2012-08-19,2012-08-19,2200,2012-08-18,2345,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,,12006371,1,ZOM,INTOXICATED PERSON,2012-08-19,2012-08-19,2200,2012-08-18,2345,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,,12006375,2,FDD,FD SICK INJURED PERSON,2012-08-19,2012-08-19,2145,2012-08-19,0045,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,,12006375,1,ZOM,INTOXICATED PERSON,2012-08-19,2012-08-19,2145,2012-08-19,0045,72,893156.39199999999,503434.00900000002
5665 PONCE DE LEON BLVD,,12006392,1,ZOD,INCIDENT REPORT,2012-08-19,2012-08-19,0000,2012-08-17,2359,123,893056.50699999998,501950.05499999999
1111 MEMORIAL DR,,12006394,1,ZOD,INCIDENT REPORT,2012-08-19,2012-08-19,1748,2012-08-19,1748,27,894455.40899999999,504947.43699999998
1530 LIGURIA AV,,12006397,1,PRB,PROPERTY LOST,2012-08-19,2012-08-19,2330,2012-08-19,0030,384,891816.79599999997,502254.06699999998
1239 DICKINSON DR,W1204,12006435,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-20,2012-08-20,1830,2012-08-20,1858,74,892974.25199999998,503706.15500000003
5100 BRUNSON DR,,12006437,1,THK,THEFT OTHER,2012-08-20,2012-08-20,2123,2012-08-20,2136,120,891426.14199999999,502715.17
1231 DICKINSON DR,MD 1203,12006440,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-20,2012-08-20,2150,2012-08-20,2150,70,893261.76699999999,503552.82699999999
1101 STANFORD DR,,12006441,1,ZOM,INTOXICATED PERSON,2012-08-21,2012-08-21,0156,2012-08-21,0220,47,895051.522,504006.97100000002
1306 STANFORD DR,BLK,12006445,1,ZOA,TRESPASS WARNING,2012-08-21,2012-08-21,0930,2012-08-21,0935,367,894066.84900000005,504290.26400000002
1101 STANFORD DR,,12006458,1,ZOA,TRESPASS WARNING,2012-08-21,2012-08-21,1600,2012-08-21,1600,546,895154.80700000003,503943.31199999998
1239 DICKINSON DR,WT1109,12006504,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-23,2012-08-23,0005,2012-08-23,0015,74,892974.25199999998,503706.15500000003
1300 MEMORIAL DR,,12006533,1,SCA,SIMPLE BATTERY,2012-08-23,2012-08-23,1730,2012-08-23,1745,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,12006533,2,SCE,SIMPLE HARASSMENT,2012-08-23,2012-08-23,1730,2012-08-23,1745,16,893634.74199999997,505003.36800000002
1231 DICKINSON DR,,12006595,1,TVE,THEFT OF BICYCLE,2012-08-25,2012-08-25,1800,2012-08-25,1950,865,893063.45700000005,503573.89799999999
5501 SAN AMARO DR,,12006599,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-25,2012-08-25,1630,2012-08-25,1730,41,892819.9,504115.40600000002
1211 DICKINSON DR,410,12006611,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-26,2012-08-26,2000,2012-08-26,2137,67,893671.82799999998,503718.77100000001
1231 DICKINSON DR,P1012,12006613,1,BUA,BURGLARY RESIDENTIAL,2012-08-27,2012-08-27,0200,2012-08-27,0330,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,P1012,12006613,2,THM,THEFT FROM BURGLARY,2012-08-27,2012-08-27,0200,2012-08-27,0330,71,893300.82700000005,503382.65600000002
1200 DICKINSON DR,BLK,12006632,1,SXA,SEXUAL FEMALE RAPE,2012-08-27,2012-08-27,0130,2012-08-27,0130,70,893261.76699999999,503552.82699999999
5600 GEORGE E MERRICK ST,BLK,12006633,1,THC,THEFT FROM MOTOR VEHICLE,2012-08-27,2012-08-27,1300,2012-08-24,1700,284,894370.745,503417.50799999997
1311 MILLER DR,,12006645,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-28,2012-08-28,1040,2012-08-28,1045,10,893159.37199999997,504798.79599999997
1231 DICKINSON DR,,12006653,1,PRB,PROPERTY LOST,2012-08-28,2012-08-28,1230,2012-08-28,1300,76,892865.95600000001,503580.26199999999
1560 LIGURIA AV,205A,12006667,1,DIB,DISTURBANCE OTHER,2012-08-28,2012-08-28,2340,2012-08-28,2341,103,891566.97100000002,501944.41700000002
1231 DICKINSON DR,MD 1219,12006669,1,PRA,PROPERTY FOUND IMPOUNDED,2012-08-29,2012-08-29,0020,2012-08-29,0028,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,PT918,12006707,1,ZOQ,ULEAD,2012-08-29,2012-08-29,2115,2012-08-29,2116,71,893300.82700000005,503382.65600000002
1239 DICKINSON DR,RT1018,12006715,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-08-30,2012-08-30,0800,2012-08-29,2200,73,892981.07499999995,503526.10499999998
1500 CORNICHE AV,,12006789,1,ZOM,INTOXICATED PERSON,2012-09-01,2012-09-01,0300,2012-09-01,0301,488,891729.63100000005,502863.75
1231 DICKINSON DR,,12006809,1,SCA,SIMPLE BATTERY,2012-09-02,2012-09-02,0114,2012-09-02,0115,74,892974.25199999998,503706.15500000003
1101 STANFORD DR,,12006815,1,PRB,PROPERTY LOST,2012-09-02,2012-09-02,0100,2012-09-02,0115,545,894992.79500000004,504131.88299999997
1585 ALBENGA AV,3102,12006833,1,SCA,SIMPLE BATTERY,2012-09-03,2012-09-03,1731,2012-09-03,1737,107,891478.31499999994,502478.739
1535 LEVANTE AV,,12006845,1,THK,THEFT OTHER,2012-09-04,2012-09-04,0900,2012-09-04,1027,172,891658.24199999997,500988.91200000001
1300 MEMORIAL DR,,12006854,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-04,2012-09-04,1215,2012-09-04,1419,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,2 FLOOR,12006861,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-04,2012-09-04,1500,2012-08-31,2000,897,893975.39899999998,504486.64500000002
1306 STANFORD DR,,12006897,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-05,2012-09-05,1950,2012-09-05,1951,881,893977.70700000005,504530.68099999998
1111 MEMORIAL DR,102,12006937,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-07,2012-09-07,1800,2012-09-06,1400,18,894105.66599999997,505505.27299999999
1311 MILLER DR,,12006948,1,THK,THEFT OTHER,2012-09-07,2012-09-07,0745,2012-09-07,0900,10,893159.37199999997,504798.79599999997
5185 PONCE DE LEON BLVD,315,12006949,1,SCA,SIMPLE BATTERY,2012-09-07,2012-09-07,2000,2012-08-27,2001,130,895341.32,504085.989
1306 STANFORD DR,,12007012,1,PRB,PROPERTY LOST,2012-09-10,2012-09-10,1100,2012-09-10,1205,878,893889.96,504561.56300000002
5665 PONCE DE LEON BLVD,,12007054,1,THK,THEFT OTHER,2012-09-11,2012-09-11,2230,2012-09-11,1530,123,893056.50699999998,501950.05499999999
1241 DICKINSON DR,,12007062,1,TVE,THEFT OF BICYCLE,2012-09-11,2012-09-11,1500,2012-09-11,2030,788,892878.81700000004,503232.52399999998
1204 DICKINSON DR,,12007069,1,ZOA,TRESPASS WARNING,2012-09-12,2012-09-12,0812,2012-09-12,0912,61,893997.68799999997,503562.033
1239 DICKINSON DR,,12007074,1,PRA,PROPERTY FOUND IMPOUNDED,2012-09-12,2012-09-12,1145,2012-09-12,1146,72,893156.39199999999,503434.00900000002
1111 MEMORIAL DR,318,12007082,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-12,2012-09-12,1900,2012-09-12,0900,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,318,12007082,2,ZOA,TRESPASS WARNING,2012-09-12,2012-09-12,1900,2012-09-12,0900,18,894105.66599999997,505505.27299999999
1306 STANFORD DR,,12007101,1,PRB,PROPERTY LOST,2012-09-12,2012-09-12,1415,2012-09-12,1700,886,893970.34400000004,504390.185
1300 CAMPO SANO AV,,12007109,1,VEL,VEHICLE TRAFFIC CRASH,2012-09-13,2012-09-13,0000,2012-09-13,0000,678,893872.04599999997,506112.91600000003
5821 SAN AMARO DR,,12007134,1,SXF,SEXUAL LEWD LASCIVIOUS ACT,2012-09-14,2012-09-14,2030,2012-09-13,2040,588,892177.79500000004,502918.212
5821 SAN AMARO DR,,12007134,2,ZOA,TRESPASS WARNING,2012-09-14,2012-09-14,2030,2012-09-13,2040,588,892177.79500000004,502918.212
1231 DICKINSON DR,MT 621,12007138,1,ZOM,INTOXICATED PERSON,2012-09-14,2012-09-14,0220,2012-09-14,0220,72,893156.39199999999,503434.00900000002
1239 DICKINSON DR,RT 717,12007142,1,ZOM,INTOXICATED PERSON,2012-09-14,2012-09-14,0320,2012-09-14,0325,73,892981.07499999995,503526.10499999998
1527 ALBENGA AV,406A,12007159,1,SCA,SIMPLE BATTERY,2012-09-14,2012-09-14,1415,2012-09-14,1415,111,892024.495,502487.71799999999
1231 DICKINSON DR,PT 911,12007194,2,PRA,PROPERTY FOUND IMPOUNDED,2012-09-16,2012-09-16,1235,2012-09-15,1236,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,PT 911,12007194,1,ZOQ,ULEAD,2012-09-16,2012-09-16,1235,2012-09-15,1236,71,893300.82700000005,503382.65600000002
1239 DICKINSON DR,WT 808,12007236,1,BUA,BURGLARY RESIDENTIAL,2012-09-17,2012-09-17,1515,2012-09-17,1700,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,WT 808,12007236,2,THM,THEFT FROM BURGLARY,2012-09-17,2012-09-17,1515,2012-09-17,1700,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,,12007269,1,TVE,THEFT OF BICYCLE,2012-09-18,2012-09-18,1921,2012-09-18,1922,74,892974.25199999998,503706.15500000003
1231 DICKINSON DR,MT921,12007273,2,PRA,PROPERTY FOUND IMPOUNDED,2012-09-18,2012-09-18,2330,2012-09-18,2331,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,MT921,12007273,1,ZOQ,ULEAD,2012-09-18,2012-09-18,2330,2012-09-18,2331,70,893261.76699999999,503552.82699999999
5185 PONCE DE LEON BLVD,,12007280,1,THK,THEFT OTHER,2012-09-19,2012-09-19,0803,2012-09-19,0805,130,895341.32,504085.989
5801 PONCE DE LEON BLVD,201,12007296,1,BUB,BURGLARY NON RESIDENTIAL,2012-09-19,2012-09-19,1545,2012-09-19,1559,91,892276.28300000005,501189.15100000001
5801 PONCE DE LEON BLVD,201,12007296,1,THM,THEFT FROM BURGLARY,2012-09-19,2012-09-19,1545,2012-09-19,1559,91,892276.28300000005,501189.15100000001
1311 MILLER DR,,12007314,1,PRA,PROPERTY FOUND IMPOUNDED,2012-09-20,2012-09-20,0425,2012-09-20,0425,14,893381.554,504887.60600000003
1239 DICKINSON DR,WT 605,12007393,2,PRA,PROPERTY FOUND IMPOUNDED,2012-09-23,2012-09-23,2338,2012-09-22,2340,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,WT 605,12007393,1,ZOQ,ULEAD,2012-09-23,2012-09-23,2338,2012-09-22,2340,74,892974.25199999998,503706.15500000003
1101 STANFORD DR,,12007395,2,FDD,FD SICK INJURED PERSON,2012-09-23,2012-09-23,2100,2012-09-23,0045,47,895051.522,504006.97100000002
1101 STANFORD DR,,12007395,1,ZOM,INTOXICATED PERSON,2012-09-23,2012-09-23,2100,2012-09-23,0045,47,895051.522,504006.97100000002
1530 LIGURIA AV,,12007399,1,TVA,THEFT OF AUTOMOBILE,2012-09-23,2012-09-23,2000,2012-09-23,0230,323,891722.32200000004,501996.96
5801 SAN AMARO DR,,12007431,1,PRB,PROPERTY LOST,2012-09-24,2012-09-24,1300,2012-09-21,1600,80,892360.52,503032.47899999999
1300 MEMORIAL DR,7 FLR,12007443,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-09-24,2012-09-24,1400,2012-09-24,1415,16,893634.74199999997,505003.36800000002
1200 DICKINSON DR,,12007455,1,THB,THEFT OF AUTO PART ACCESSORY,2012-09-24,2012-09-24,1900,2012-09-24,2000,228,893952.75300000003,503532.31699999998
1200 DICKINSON DR,,12007455,2,VAB,VANDALISM TO VEHICLE,2012-09-24,2012-09-24,1900,2012-09-24,2000,228,893952.75300000003,503532.31699999998
1301 MEMORIAL DR,,12007528,1,TVE,THEFT OF BICYCLE,2012-09-27,2012-09-27,0900,2012-09-17,1900,446,893492.70700000005,505262.33299999998
1231 DICKINSON DR,,12007545,1,PRB,PROPERTY LOST,2012-09-28,2012-09-28,2300,2012-09-28,0200,71,893300.82700000005,503382.65600000002
1306 STANFORD DR,,12007590,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2012-09-29,2012-09-29,0000,2012-09-29,1700,431,894146.33499999996,504536.40500000003
1306 STANFORD DR,,12007590,2,PRA,PROPERTY FOUND IMPOUNDED,2012-09-29,2012-09-29,0000,2012-09-29,1700,431,894146.33499999996,504536.40500000003
1550 BRESCIA AV,,12008102,2,ASA,ASSIST LAW AGENCY,2012-10-16,2012-10-16,1224,2012-10-16,1224,238,891786.47600000002,501402.777
1531 LIGURIA AV,4,12007840,1,BUA,BURGLARY RESIDENTIAL,2012-10-08,2012-10-06,1500,2012-10-07,1600,395,893809.59,504742.57400000002
1231 DICKINSON DR,MT 1206,12009525,1,BUA,BURGLARY RESIDENTIAL,2012-12-01,2012-11-10,0300,2012-11-10,1000,70,893261.76699999999,503552.82699999999
1101 STANFORD DR,702,12009645,1,BUA,BURGLARY RESIDENTIAL,2012-12-05,2012-12-04,1930,2012-12-04,2100,129,895055.79700000002,504146.53700000001
5185 PONCE DE LEON BLVD,646,12009646,1,BUA,BURGLARY RESIDENTIAL,2012-12-05,2012-12-04,0200,2012-12-04,2100,46,895313.53,504251.54700000002
5185 PONCE DE LEON BLVD,PRC 519,12009745,1,BUA,BURGLARY RESIDENTIAL,2012-12-09,2012-12-08,2300,2012-12-09,1630,130,895341.32,504085.989
5250 UNIVERSITY DR,,12008097,1,BUB,BURGLARY NON RESIDENTIAL,2012-10-16,2012-10-12,1700,2012-10-16,1000,30,894450.64800000004,504671.13099999999
1231 DICKINSON DR,PT 113,12007864,1,BUC,BURGLARY AND THEFT FROM CURTILAGE,2012-10-09,2012-10-08,0830,2012-10-08,1930,71,893300.82700000005,503382.65600000002
5185 PONCE DE LEON BLVD,,12009575,1,DIA,DISTURBANCE DOMESTIC,2012-12-03,2012-12-03,2006,2012-12-03,2007,607,895367.09600000002,504128.28899999999
1300 MEMORIAL DR,,12007892,1,DIB,DISTURBANCE OTHER,2012-10-10,2012-10-10,0006,2012-10-10,0006,16,893634.74199999997,505003.36800000002
5185 PONCE DE LEON BLVD,,12008006,1,DIB,DISTURBANCE OTHER,2012-10-13,2012-10-13,0341,2012-10-13,0342,131,895221.08200000005,503966.17599999998
5202 UNIVERSITY DR,,12007746,2,FDD,FD SICK INJURED PERSON,2012-10-04,2012-10-04,1700,2012-10-04,2100,570,894497.25300000003,504864.62800000003
1239 DICKINSON DR,,12007835,1,FDD,FD SICK INJURED PERSON,2012-10-08,2012-10-08,1217,2012-10-08,1218,76,892865.95600000001,503580.26199999999
5185 PONCE DE LEON BLVD,P204,12007999,1,FDD,FD SICK INJURED PERSON,2012-10-12,2012-10-12,2110,2012-10-12,2130,131,895221.08200000005,503966.17599999998
1314 MILLER DR,,12008189,1,FDD,FD SICK INJURED PERSON,2012-10-18,2012-10-18,2130,2012-10-18,2130,33,893377.17200000002,504450.17200000002
1239 DICKINSON DR,,12008237,1,FRL,FRAUD OTHER JURISDICTION,2012-10-19,2012-10-11,1800,2012-10-12,1100,74,892974.25199999998,503706.15500000003
1231 DICKINSON DR,,12007653,2,PRA,PROPERTY FOUND IMPOUNDED,2012-10-01,2012-10-01,2320,2012-10-01,2320,70,893261.76699999999,503552.82699999999
1239 DICKINSON DR,WT708,12007930,2,PRA,PROPERTY FOUND IMPOUNDED,2012-10-10,2012-10-10,2100,2012-10-10,2245,74,892974.25199999998,503706.15500000003
1550 BRESCIA AV,,12008102,2,PRA,PROPERTY FOUND IMPOUNDED,2012-10-16,2012-10-16,1224,2012-10-16,1224,238,891786.47600000002,501402.777
1239 DICKINSON DR,WT506,12009216,2,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,1755,2012-11-19,1756,74,892974.25199999998,503706.15500000003
1570 LIGURIA AV,105A,12009217,2,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,1845,2012-11-19,1845,102,891475.59199999995,501707.87099999998
1570 LIGURIA AV,UV 7 311,12009221,2,PRA,PROPERTY FOUND IMPOUNDED,2012-11-19,2012-11-19,2220,2012-11-19,2240,102,891475.59199999995,501707.87099999998
1239 DICKINSON DR,WT804,12009256,2,PRA,PROPERTY FOUND IMPOUNDED,2012-11-21,2012-11-21,0050,2012-11-21,0120,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,W404,12009297,2,PRA,PROPERTY FOUND IMPOUNDED,2012-11-21,2012-11-21,2030,2012-11-21,2030,74,892974.25199999998,503706.15500000003
1300 MEMORIAL DR,,12007747,1,PRB,PROPERTY LOST,2012-10-04,2012-10-04,2105,2012-10-04,2107,16,893634.74199999997,505003.36800000002
1585 ALBENGA AV,111,12007830,1,PRB,PROPERTY LOST,2012-10-08,2012-10-07,0050,2012-10-07,0100,107,891478.31499999994,502478.739
1300 MEMORIAL DR,BLK,12008066,1,PRB,PROPERTY LOST,2012-10-15,2012-10-09,1045,2012-10-09,1055,551,893836.804,505424.38
5030 BRUNSON DR,,12008112,1,PRB,PROPERTY LOST,2012-10-16,2012-10-16,1345,2012-10-16,1400,649,894115.23400000005,505671.47899999999
5185 PONCE DE LEON BLVD,,12008306,1,PRB,PROPERTY LOST,2012-10-22,2012-10-19,2230,2012-10-20,0038,48,895121.18,504205.408
1306 STANFORD DR,,12008485,1,PRB,PROPERTY LOST,2012-10-26,2012-10-26,1730,2012-10-26,1915,889,893849.723,504355.50400000002
5665 PONCE DE LEON BLVD,,12008646,1,PRB,PROPERTY LOST,2012-11-01,2012-10-31,1645,2012-10-31,1715,122,892871.05299999996,501865.95600000001
1111 MEMORIAL DR,,12008724,1,PRB,PROPERTY LOST,2012-11-04,2012-11-02,1900,2012-11-03,1400,464,893907.79099999997,504982.73700000002
5030 BRUNSON DR,,12008915,1,PRB,PROPERTY LOST,2012-11-10,2012-11-10,1200,2012-11-10,1210,19,894255.06599999999,505594.31900000002
1239 DICKINSON DR,,12008922,1,PRB,PROPERTY LOST,2012-11-10,2012-11-10,0030,2012-11-10,0130,74,892974.25199999998,503706.15500000003
1245 DAUER DR,,12008248,1,SCA,SIMPLE BATTERY,2012-10-19,2012-10-19,2315,2012-10-19,2325,65,893424.071,502854.73300000001
1231 DICKINSON DR,,12008620,1,SCA,SIMPLE BATTERY,2012-10-31,2012-10-31,2150,2012-10-31,2205,72,893156.39199999999,503434.00900000002
1239 DICKINSON DR,,12009170,1,SCA,SIMPLE BATTERY,2012-11-18,2012-11-18,1615,2012-11-18,1635,76,892865.95600000001,503580.26199999999
1540 LEVANTE AV,,12007692,1,SCE,SIMPLE HARASSMENT,2012-10-03,2012-09-17,0800,2012-10-03,1100,92,892004.78300000005,501116.19300000003
1550 BRESCIA AV,,12008102,1,STA,STOLEN PROPERTY POSSESSION,2012-10-16,2012-10-16,1224,2012-10-16,1224,238,891786.47600000002,501402.777
1245 DAUER DR,,12007711,1,THC,THEFT FROM MOTOR VEHICLE,2012-10-04,2012-10-03,1730,2012-10-04,0400,827,893630.26300000004,502583.19099999999
1500 SCODELLA AV,BLK,12007963,1,THC,THEFT FROM MOTOR VEHICLE,2012-10-12,2012-10-11,2200,2012-10-12,0305,265,891871.48699999996,501479.32199999999
5100 BRUNSON DR,,12008548,1,THC,THEFT FROM MOTOR VEHICLE,2012-10-29,2012-10-29,1220,2012-10-29,1330,786,892625.40500000003,503504.70400000003
1301 MEMORIAL DR,,12008658,1,THC,THEFT FROM MOTOR VEHICLE,2012-11-02,2012-09-29,0130,2012-10-05,0030,549,893519.65899999999,505776.60499999998
1241 DICKINSON DR,,12008847,1,THC,THEFT FROM MOTOR VEHICLE,2012-11-08,2012-11-06,1000,2012-11-07,1030,791,893123.01800000004,502952.049
5300 CARILLO ST,BLK,12009415,1,THC,THEFT FROM MOTOR VEHICLE,2012-11-27,2012-11-27,1450,2012-11-27,1455,742,895542.42299999995,504620.51500000001
1241 DICKINSON DR,,12009543,1,THC,THEFT FROM MOTOR VEHICLE,2012-12-02,2012-12-02,1128,2012-12-02,1228,758,893113.84400000004,502777.005
1241 DICKINSON DR,,12010217,1,THC,THEFT FROM MOTOR VEHICLE,2012-12-28,2012-12-28,1245,2012-12-28,1430,756,892939.68,502970.43400000001
1241 DICKINSON DR,,12010220,1,THC,THEFT FROM MOTOR VEHICLE,2012-12-28,2012-12-28,1325,2012-12-28,1530,722,892948.01,502794.47200000001
1241 DICKINSON DR,,12010243,1,THC,THEFT FROM MOTOR VEHICLE,2012-12-29,2012-12-29,1715,2012-12-29,1915,658,892843.49800000002,502558.60200000001
1241 DICKINSON DR,,12007678,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-02,2012-10-02,1450,2012-10-02,1545,81,892858.31700000004,503002.52299999999
1306 STANFORD DR,,12007696,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-03,2012-09-26,1700,2012-09-26,1900,897,893975.39899999998,504486.64500000002
1300 MEMORIAL DR,,12007703,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-03,2012-10-03,1440,2012-10-03,1530,16,893634.74199999997,505003.36800000002
1241 DICKINSON DR,,12007738,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-04,2012-10-04,0000,2012-10-04,0200,81,892858.31700000004,503002.52299999999
1231 DICKINSON DR,301,12007958,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-11,2012-10-11,1215,2012-10-11,1400,71,893300.82700000005,503382.65600000002
1300 MEMORIAL DR,,12008184,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-18,2012-10-18,1630,2012-10-18,1630,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,,12008301,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-22,2012-10-19,2200,2012-10-19,2345,881,893977.70700000005,504530.68099999998
6001 SAN AMARO DR,,12008403,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-24,2012-10-24,1800,2012-10-24,2100,87,892389.13100000005,501428.88400000002
1241 DICKINSON DR,,12008404,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-24,2012-10-24,2200,2012-10-24,2330,81,892858.31700000004,503002.52299999999
1306 STANFORD DR,,12008425,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2012-10-25,2012-10-24,1700,2012-10-24,1845,892,893994.26300000004,504525.60800000001
